# Omega OM-92 Logger 

# Configuration :
DeviceID,9544
LoggingStart,Button Press
LoggingStartTime,09.10 14:55:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-23,12:20:00,,2018-08-23 12:20:00,27.9683,49.2101,16.3327
,,2,2018-08-23,12:30:00,,2018-08-23 12:30:00,27.7752,43.7475,14.3234
,,3,2018-08-23,12:40:00,,2018-08-23 12:40:00,27.7431,50.9649,16.6769
,,4,2018-08-23,12:50:00,,2018-08-23 12:50:00,27.9361,46.9289,15.56
,,5,2018-08-23,13:00:00,,2018-08-23 13:00:00,27.7323,44.0145,14.3788
,,6,2018-08-23,13:10:00,,2018-08-23 13:10:00,27.7216,52.1169,17.0096
,,7,2018-08-23,13:20:00,,2018-08-23 13:20:00,27.8718,46.6543,15.4099
,,8,2018-08-23,13:30:00,,2018-08-23 13:30:00,27.7109,44.4875,14.5249
,,9,2018-08-23,13:40:00,,2018-08-23 13:40:00,27.7752,53.0019,17.3253
,,10,2018-08-23,13:50:00,,2018-08-23 13:50:00,27.9254,45.7845,15.1655
,,11,2018-08-23,14:00:00,,2018-08-23 14:00:00,27.7431,44.3502,14.5061
,,12,2018-08-23,14:10:00,,2018-08-23 14:10:00,27.8074,54.9245,17.9203
,,13,2018-08-23,14:20:00,,2018-08-23 14:20:00,27.8718,44.4417,14.6545
,,14,2018-08-23,14:30:00,,2018-08-23 14:30:00,27.7752,44.3883,14.5485
,,15,2018-08-23,14:40:00,,2018-08-23 14:40:00,27.9147,55.8095,18.2744
,,16,2018-08-23,14:50:00,,2018-08-23 14:50:00,27.8825,43.5033,14.3337
,,17,2018-08-23,15:00:00,,2018-08-23 15:00:00,27.7752,44.251,14.5005
,,18,2018-08-23,15:10:00,,2018-08-23 15:10:00,28.0434,53.9403,17.8517
,,19,2018-08-23,15:20:00,,2018-08-23 15:20:00,27.8503,43.4347,14.2803
,,20,2018-08-23,15:30:00,,2018-08-23 15:30:00,27.8396,50.4156,16.5951
,,21,2018-08-23,15:40:00,,2018-08-23 15:40:00,28.0112,47.6842,15.8781
,,22,2018-08-23,15:50:00,,2018-08-23 15:50:00,27.8932,43.9382,14.4973
,,23,2018-08-23,16:00:00,,2018-08-23 16:00:00,27.979,53.6809,17.7155
