# Omega OM-92 Logger 

# Configuration :
DeviceID,7292
LoggingStart,Button Press
LoggingStartTime,09.10 14:55:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-23,12:30:00,,2018-08-23 12:30:00,27.1175,46.3949,14.6369
,,2,2018-08-23,12:40:00,,2018-08-23 12:40:00,26.3668,53.1087,16.0547
,,3,2018-08-23,12:50:00,,2018-08-23 12:50:00,26.2917,51.8423,15.6078
,,4,2018-08-23,13:00:00,,2018-08-23 13:00:00,26.1308,48.9583,14.5696
,,5,2018-08-23,13:10:00,,2018-08-23 13:10:00,26.1201,54.4362,16.2133
,,6,2018-08-23,13:20:00,,2018-08-23 13:20:00,26.2166,51.3997,15.4048
,,7,2018-08-23,13:30:00,,2018-08-23 13:30:00,26.1308,49.2254,14.6539
,,8,2018-08-23,13:40:00,,2018-08-23 13:40:00,26.163,54.2913,16.2113
,,9,2018-08-23,13:50:00,,2018-08-23 13:50:00,26.2488,50.9191,15.288
,,10,2018-08-23,14:00:00,,2018-08-23 14:00:00,26.1523,49.3246,14.7048
,,11,2018-08-23,14:10:00,,2018-08-23 14:10:00,26.1737,56.1452,16.7492
,,12,2018-08-23,14:20:00,,2018-08-23 14:20:00,26.2702,49.584,14.8944
,,13,2018-08-23,14:30:00,,2018-08-23 14:30:00,26.1844,49.3856,14.7535
,,14,2018-08-23,14:40:00,,2018-08-23 14:40:00,26.2273,56.6717,16.9463
,,15,2018-08-23,14:50:00,,2018-08-23 14:50:00,26.3024,49.0804,14.7654
,,16,2018-08-23,15:00:00,,2018-08-23 15:00:00,26.2381,49.1796,14.7378
,,17,2018-08-23,15:10:00,,2018-08-23 15:10:00,26.3775,57.0836,17.2008
,,18,2018-08-23,15:20:00,,2018-08-23 15:20:00,26.3131,48.4472,14.5739
,,19,2018-08-23,15:30:00,,2018-08-23 15:30:00,26.3131,52.6967,15.8831
,,20,2018-08-23,15:40:00,,2018-08-23 15:40:00,26.4418,52.2542,15.87
,,21,2018-08-23,15:50:00,,2018-08-23 15:50:00,26.4204,48.6761,14.7451
,,22,2018-08-23,16:00:00,,2018-08-23 16:00:00,26.4955,55.1382,16.7633
,,23,2018-08-23,16:10:00,,2018-08-23 16:10:00,26.5384,49.2635,15.0395
,,24,2018-08-23,16:20:00,,2018-08-23 16:20:00,26.4955,50.0799,15.2559
,,25,2018-08-23,16:30:00,,2018-08-23 16:30:00,26.7207,53.6657,16.546
