# Omega OM-92 Logger 

# Configuration :
DeviceID,9579
LoggingStart,Button Press
LoggingStartTime,09.10 14:55:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-23,12:20:00,,2018-08-23 12:20:00,28.3544,47.6613,16.1837
,,2,2018-08-23,12:30:00,,2018-08-23 12:30:00,28.3222,42.6259,14.4149
,,3,2018-08-23,12:40:00,,2018-08-23 12:40:00,28.3866,48.4395,16.4674
,,4,2018-08-23,12:50:00,,2018-08-23 12:50:00,28.5367,45.2352,15.532
,,5,2018-08-23,13:00:00,,2018-08-23 13:00:00,28.3651,42.4276,14.3813
,,6,2018-08-23,13:10:00,,2018-08-23 13:10:00,28.3866,49.4466,16.7913
,,7,2018-08-23,13:20:00,,2018-08-23 13:20:00,28.5045,44.7011,15.3176
,,8,2018-08-23,13:30:00,,2018-08-23 13:30:00,28.3758,42.6946,14.4881
,,9,2018-08-23,13:40:00,,2018-08-23 13:40:00,28.408,51.0564,17.317
,,10,2018-08-23,13:50:00,,2018-08-23 13:50:00,28.5689,43.9916,15.1267
,,11,2018-08-23,14:00:00,,2018-08-23 14:00:00,28.4295,42.3818,14.4225
,,12,2018-08-23,14:10:00,,2018-08-23 14:10:00,28.5153,52.3305,17.8066
,,13,2018-08-23,14:20:00,,2018-08-23 14:20:00,28.5474,43.0227,14.7613
,,14,2018-08-23,14:30:00,,2018-08-23 14:30:00,28.4402,42.5497,14.4933
,,15,2018-08-23,14:40:00,,2018-08-23 14:40:00,28.5582,53.1927,18.106
,,16,2018-08-23,14:50:00,,2018-08-23 14:50:00,28.5367,42.214,14.4575
,,17,2018-08-23,15:00:00,,2018-08-23 15:00:00,28.4402,42.7556,14.5681
,,18,2018-08-23,15:10:00,,2018-08-23 15:10:00,28.644,51.7965,17.7623
,,19,2018-08-23,15:20:00,,2018-08-23 15:20:00,28.4724,41.7791,14.2396
,,20,2018-08-23,15:30:00,,2018-08-23 15:30:00,28.4831,48.4319,16.5532
,,21,2018-08-23,15:40:00,,2018-08-23 15:40:00,28.6654,45.7006,15.8086
,,22,2018-08-23,15:50:00,,2018-08-23 15:50:00,28.526,42.2826,14.4731
,,23,2018-08-23,16:00:00,,2018-08-23 16:00:00,28.6761,51.1098,17.5802
,,24,2018-08-23,16:10:00,,2018-08-23 16:10:00,28.5689,42.8548,14.72
,,25,2018-08-23,16:20:00,,2018-08-23 16:20:00,28.5689,44.5333,15.3172
,,26,2018-08-23,16:30:00,,2018-08-23 16:30:00,28.6654,48.0886,16.6078
,,27,2018-08-23,16:40:00,,2018-08-23 16:40:00,28.5582,43.3202,14.8779
,,28,2018-08-23,16:50:00,,2018-08-23 16:50:00,28.6118,52.2695,17.8771
,,29,2018-08-23,17:00:00,,2018-08-23 17:00:00,28.5903,43.1524,14.8467
,,30,2018-08-23,17:10:00,,2018-08-23 17:10:00,28.4831,42.7556,14.6068
,,31,2018-08-23,17:20:00,,2018-08-23 17:20:00,28.4724,43.1219,14.7293
,,32,2018-08-23,17:30:00,,2018-08-23 17:30:00,28.5153,43.0532,14.7433
,,33,2018-08-23,17:40:00,,2018-08-23 17:40:00,28.4938,43.0227,14.7129
,,34,2018-08-23,17:50:00,,2018-08-23 17:50:00,28.526,49.2025,16.841
,,35,2018-08-23,18:00:00,,2018-08-23 18:00:00,28.6547,45.3268,15.6705
,,36,2018-08-23,18:10:00,,2018-08-23 18:10:00,28.5153,42.1834,14.4271
,,37,2018-08-23,18:20:00,,2018-08-23 18:20:00,28.5153,43.6254,14.9483
,,38,2018-08-23,18:30:00,,2018-08-23 18:30:00,28.7083,47.7529,16.5367
,,39,2018-08-23,18:40:00,,2018-08-23 18:40:00,28.5903,41.8096,14.3568
,,40,2018-08-23,18:50:00,,2018-08-23 18:50:00,28.5689,44.602,15.3412
,,41,2018-08-23,19:00:00,,2018-08-23 19:00:00,28.719,47.5469,16.4785
,,42,2018-08-23,19:10:00,,2018-08-23 19:10:00,28.5796,41.4434,14.2112
,,43,2018-08-23,19:20:00,,2018-08-23 19:20:00,28.6547,50.2401,17.2886
,,44,2018-08-23,19:30:00,,2018-08-23 19:30:00,28.7405,42.8396,14.869
,,45,2018-08-23,19:40:00,,2018-08-23 19:40:00,28.6118,41.7791,14.3648
,,46,2018-08-23,19:50:00,,2018-08-23 19:50:00,28.7083,52.979,18.1807
,,47,2018-08-23,20:00:00,,2018-08-23 20:00:00,28.6761,41.7638,14.4169
,,48,2018-08-23,20:10:00,,2018-08-23 20:10:00,28.5796,45.9447,15.8141
,,49,2018-08-23,20:20:00,,2018-08-23 20:20:00,28.7083,46.6085,16.1557
,,50,2018-08-23,20:30:00,,2018-08-23 20:30:00,28.6654,41.8325,14.4327
,,51,2018-08-23,20:40:00,,2018-08-23 20:40:00,28.7512,52.4755,18.0683
,,52,2018-08-23,20:50:00,,2018-08-23 20:50:00,28.7727,42.542,14.7897
,,53,2018-08-23,21:00:00,,2018-08-23 21:00:00,28.6761,42.0003,14.5043
,,54,2018-08-23,21:10:00,,2018-08-23 21:10:00,28.7941,51.7278,17.8796
,,55,2018-08-23,21:20:00,,2018-08-23 21:20:00,28.7619,41.4968,14.3946
,,56,2018-08-23,21:30:00,,2018-08-23 21:30:00,28.6976,49.3322,17.0397
,,57,2018-08-23,21:40:00,,2018-08-23 21:40:00,28.8906,44.3044,15.5279
,,58,2018-08-23,21:50:00,,2018-08-23 21:50:00,28.7512,41.6341,14.4361
,,59,2018-08-23,22:00:00,,2018-08-23 22:00:00,28.5582,52.4221,17.8739
,,60,2018-08-23,22:10:00,,2018-08-23 22:10:00,26.4668,45.8227,13.8535
,,61,2018-08-23,22:20:00,,2018-08-23 22:20:00,25.2012,51.6668,14.5494
,,62,2018-08-23,22:30:00,,2018-08-23 22:30:00,24.5363,55.8629,15.1456
,,63,2018-08-23,22:40:00,,2018-08-23 22:40:00,23.8391,52.1245,13.4284
,,64,2018-08-23,22:50:00,,2018-08-23 22:50:00,23.4423,54.4591,13.7346
,,65,2018-08-23,23:00:00,,2018-08-23 23:00:00,23.1849,55.1916,13.701
,,66,2018-08-23,23:10:00,,2018-08-23 23:10:00,22.9811,55.7714,13.6722
,,67,2018-08-23,23:20:00,,2018-08-23 23:20:00,22.7988,56.5572,13.7175
,,68,2018-08-23,23:30:00,,2018-08-23 23:30:00,22.6486,56.8777,13.6643
,,69,2018-08-23,23:40:00,,2018-08-23 23:40:00,22.5414,56.4123,13.438
,,70,2018-08-23,23:50:00,,2018-08-23 23:50:00,22.402,55.8019,13.1412
,,71,2018-08-24,00:00:00,,2018-08-24 00:00:00,22.2411,55.9164,13.0227
,,72,2018-08-24,00:10:00,,2018-08-24 00:10:00,22.1446,55.7714,12.893
,,73,2018-08-24,00:20:00,,2018-08-24 00:20:00,22.0588,56.4123,12.9878
,,74,2018-08-24,00:30:00,,2018-08-24 00:30:00,22.0159,56.4352,12.954
,,75,2018-08-24,00:40:00,,2018-08-24 00:40:00,21.9944,56.4657,12.9423
,,76,2018-08-24,00:50:00,,2018-08-24 00:50:00,21.9622,55.5349,12.6583
,,77,2018-08-24,01:00:00,,2018-08-24 01:00:00,21.9086,55.7714,12.6733
,,78,2018-08-24,01:10:00,,2018-08-24 01:10:00,21.8657,55.245,12.4886
,,79,2018-08-24,01:20:00,,2018-08-24 01:20:00,21.8335,55.7714,12.6033
,,80,2018-08-24,01:30:00,,2018-08-24 01:30:00,21.7906,55.5349,12.4986
,,81,2018-08-24,01:40:00,,2018-08-24 01:40:00,21.7692,55.6798,12.5183
,,82,2018-08-24,01:50:00,,2018-08-24 01:50:00,21.7584,55.7714,12.5334
,,83,2018-08-24,02:00:00,,2018-08-24 02:00:00,21.7263,56.0003,12.5659
,,84,2018-08-24,02:10:00,,2018-08-24 02:10:00,21.7155,55.9698,12.5476
,,85,2018-08-24,02:20:00,,2018-08-24 02:20:00,21.6726,55.5044,12.3803
,,86,2018-08-24,02:30:00,,2018-08-24 02:30:00,21.6297,55.5349,12.3488
,,87,2018-08-24,02:40:00,,2018-08-24 02:40:00,21.5761,55.4738,12.2821
,,88,2018-08-24,02:50:00,,2018-08-24 02:50:00,21.5332,55.4204,12.2275
,,89,2018-08-24,03:00:00,,2018-08-24 03:00:00,21.5225,55.5349,12.2489
,,90,2018-08-24,03:10:00,,2018-08-24 03:10:00,21.4903,55.7409,12.2753
,,91,2018-08-24,03:20:00,,2018-08-24 03:20:00,21.4581,56.0003,12.316
,,92,2018-08-24,03:30:00,,2018-08-24 03:30:00,21.4689,56.9311,12.5772
,,93,2018-08-24,03:40:00,,2018-08-24 03:40:00,21.4796,56.0537,12.3505
,,94,2018-08-24,03:50:00,,2018-08-24 03:50:00,21.426,55.2144,12.0711
,,95,2018-08-24,04:00:00,,2018-08-24 04:00:00,21.3616,55.5044,12.0908
,,96,2018-08-24,04:10:00,,2018-08-24 04:10:00,21.3616,56.2597,12.2963
,,97,2018-08-24,04:20:00,,2018-08-24 04:20:00,21.3294,55.6493,12.1004
,,98,2018-08-24,04:30:00,,2018-08-24 04:30:00,21.2651,55.4738,11.9925
,,99,2018-08-24,04:40:00,,2018-08-24 04:40:00,21.2222,55.7409,12.0255
,,100,2018-08-24,04:50:00,,2018-08-24 04:50:00,21.1578,55.5959,11.926
,,101,2018-08-24,05:00:00,,2018-08-24 05:00:00,21.1149,55.7943,11.9401
,,102,2018-08-24,05:10:00,,2018-08-24 05:10:00,21.0828,55.7943,11.9101
,,103,2018-08-24,05:20:00,,2018-08-24 05:20:00,21.072,55.6493,11.8607
,,104,2018-08-24,05:30:00,,2018-08-24 05:30:00,21.0506,56.1452,11.9753
,,105,2018-08-24,05:40:00,,2018-08-24 05:40:00,20.997,55.9392,11.8695
,,106,2018-08-24,05:50:00,,2018-08-24 05:50:00,20.9541,56.2902,11.9244
,,107,2018-08-24,06:00:00,,2018-08-24 06:00:00,21.2329,56.0308,12.1143
,,108,2018-08-24,06:10:00,,2018-08-24 06:10:00,23.2278,51.7507,12.7538
,,109,2018-08-24,06:20:00,,2018-08-24 06:20:00,24.429,49.6145,13.2143
,,110,2018-08-24,06:30:00,,2018-08-24 06:30:00,25.2548,47.7453,13.3814
,,111,2018-08-24,06:40:00,,2018-08-24 06:40:00,25.8447,46.3109,13.4509
,,112,2018-08-24,06:50:00,,2018-08-24 06:50:00,26.3166,45.8913,13.7401
,,113,2018-08-24,07:00:00,,2018-08-24 07:00:00,26.6598,45.3115,13.8559
,,114,2018-08-24,07:10:00,,2018-08-24 07:10:00,26.8421,44.663,13.7992
,,115,2018-08-24,07:20:00,,2018-08-24 07:20:00,26.9494,44.4875,13.8356
,,116,2018-08-24,07:30:00,,2018-08-24 07:30:00,27.0459,45.3878,14.2322
,,117,2018-08-24,07:40:00,,2018-08-24 07:40:00,27.2604,45.5022,14.4658
