# Omega OM-92 Logger 

# Configuration :
DeviceID,9411
LoggingStart,Button Press
LoggingStartTime,09.10 14:55:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-08-23,12:20:00,,2018-08-23 12:20:00,26.8314,51.0488,15.8639
,,2,2018-08-23,12:30:00,,2018-08-23 12:30:00,26.4882,45.9218,13.9063
,,3,2018-08-23,12:40:00,,2018-08-23 12:40:00,26.3702,54.4134,16.4388
,,4,2018-08-23,12:50:00,,2018-08-23 12:50:00,26.4668,49.7976,15.1415
,,5,2018-08-23,13:00:00,,2018-08-23 13:00:00,26.3702,46.6543,14.043
,,6,2018-08-23,13:10:00,,2018-08-23 13:10:00,26.3702,55.657,16.7945
,,7,2018-08-23,13:20:00,,2018-08-23 13:20:00,26.4668,48.9583,14.8773
,,8,2018-08-23,13:30:00,,2018-08-23 13:30:00,26.3702,46.9213,14.1311
,,9,2018-08-23,13:40:00,,2018-08-23 13:40:00,26.4346,57.1599,17.2752
,,10,2018-08-23,13:50:00,,2018-08-23 13:50:00,26.5204,48.0886,14.6482
,,11,2018-08-23,14:00:00,,2018-08-23 14:00:00,26.4346,46.7534,14.1344
,,12,2018-08-23,14:10:00,,2018-08-23 14:10:00,26.4989,58.7774,17.7776
,,13,2018-08-23,14:20:00,,2018-08-23 14:20:00,26.5311,46.8526,14.255
,,14,2018-08-23,14:30:00,,2018-08-23 14:30:00,26.4882,46.9213,14.2386
,,15,2018-08-23,14:40:00,,2018-08-23 14:40:00,26.5526,60.2193,18.2134
,,16,2018-08-23,14:50:00,,2018-08-23 14:50:00,26.5633,45.8761,13.9591
,,17,2018-08-23,15:00:00,,2018-08-23 15:00:00,26.5204,46.6848,14.1898
,,18,2018-08-23,15:10:00,,2018-08-23 15:10:00,26.6491,57.9763,17.7002
,,19,2018-08-23,15:20:00,,2018-08-23 15:20:00,26.5847,45.7082,13.9221
,,20,2018-08-23,15:30:00,,2018-08-23 15:30:00,26.5847,54.2989,16.6046
,,21,2018-08-23,15:40:00,,2018-08-23 15:40:00,26.692,50.591,15.5948
,,22,2018-08-23,15:50:00,,2018-08-23 15:50:00,26.692,46.0668,14.1401
,,23,2018-08-23,16:00:00,,2018-08-23 16:00:00,26.7242,56.8624,17.4627
,,24,2018-08-23,16:10:00,,2018-08-23 16:10:00,26.7134,46.4025,14.2718
,,25,2018-08-23,16:20:00,,2018-08-23 16:20:00,26.6598,49.0575,15.0856
,,26,2018-08-23,16:30:00,,2018-08-23 16:30:00,26.7563,52.3534,16.1901
,,27,2018-08-23,16:40:00,,2018-08-23 16:40:00,26.7134,46.3643,14.2591
,,28,2018-08-23,16:50:00,,2018-08-23 16:50:00,26.7885,58.7774,18.0487
,,29,2018-08-23,17:00:00,,2018-08-23 17:00:00,26.7134,49.1796,15.1734
,,30,2018-08-23,17:10:00,,2018-08-23 17:10:00,26.3702,48.5616,14.6627
,,31,2018-08-23,17:20:00,,2018-08-23 17:20:00,26.3595,48.7371,14.7088
,,32,2018-08-23,17:30:00,,2018-08-23 17:30:00,26.3595,48.6684,14.6869
,,33,2018-08-23,17:40:00,,2018-08-23 17:40:00,26.3595,48.5311,14.6431
,,34,2018-08-23,17:50:00,,2018-08-23 17:50:00,26.3702,56.5038,17.0327
,,35,2018-08-23,18:00:00,,2018-08-23 18:00:00,26.4453,50.8352,15.4431
,,36,2018-08-23,18:10:00,,2018-08-23 18:10:00,26.3702,47.0586,14.1762
,,37,2018-08-23,18:20:00,,2018-08-23 18:20:00,26.3702,48.9278,14.7792
,,38,2018-08-23,18:30:00,,2018-08-23 18:30:00,26.5526,53.4444,16.3254
,,39,2018-08-23,18:40:00,,2018-08-23 18:40:00,26.4989,46.6848,14.1703
,,40,2018-08-23,18:50:00,,2018-08-23 18:50:00,26.5097,50.1943,15.3045
,,41,2018-08-23,19:00:00,,2018-08-23 19:00:00,26.6062,52.7654,16.1744
,,42,2018-08-23,19:10:00,,2018-08-23 19:10:00,26.5526,45.9829,13.9853
,,43,2018-08-23,19:20:00,,2018-08-23 19:20:00,26.5633,57.7398,17.5552
