Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,446,N/A,N/A,N/A,0.446,0.676,0.445,0.490,0.454,0.679
,,447,N/A,N/A,N/A,0.483,0.735,0.483,0.533,0.493,0.739
,,448,N/A,N/A,N/A,0.519,0.792,0.520,0.575,0.530,0.796
,,449,N/A,N/A,N/A,0.552,0.844,0.553,0.613,0.564,0.848
,,450,N/A,N/A,N/A,0.580,0.888,0.581,0.645,0.592,0.893
,,451,N/A,N/A,N/A,0.601,0.922,0.603,0.671,0.614,0.927
,,452,N/A,N/A,N/A,0.615,0.946,0.617,0.689,0.628,0.951
,,453,N/A,N/A,N/A,0.620,0.957,0.623,0.697,0.634,0.963
,,454,N/A,N/A,N/A,0.618,0.955,0.621,0.696,0.632,0.962
,,455,N/A,N/A,N/A,0.608,0.942,0.610,0.685,0.623,0.949
,,456,N/A,N/A,N/A,0.590,0.916,0.591,0.665,0.604,0.924
,,457,N/A,N/A,N/A,0.566,0.880,0.566,0.639,0.580,0.888
,,458,N/A,N/A,N/A,0.537,0.836,0.537,0.607,0.550,0.845
,,459,N/A,N/A,N/A,0.504,0.787,0.504,0.571,0.517,0.795
,,460,N/A,N/A,N/A,0.468,0.733,0.468,0.532,0.481,0.741
,,461,N/A,N/A,N/A,0.432,0.677,0.432,0.491,0.444,0.686
,,462,N/A,N/A,N/A,0.397,0.624,0.396,0.452,0.408,0.632
,,463,N/A,N/A,N/A,0.363,0.571,0.362,0.414,0.373,0.579
,,464,N/A,N/A,N/A,0.331,0.523,0.331,0.379,0.341,0.530
,,465,N/A,N/A,N/A,0.302,0.478,0.302,0.346,0.311,0.485
,,466,N/A,N/A,N/A,0.275,0.437,0.275,0.317,0.284,0.443
,,467,N/A,N/A,N/A,0.251,0.400,0.252,0.290,0.259,0.405
,,468,N/A,N/A,N/A,0.230,0.366,0.230,0.266,0.236,0.371
,,469,N/A,N/A,N/A,0.210,0.336,0.210,0.244,0.216,0.340
,,470,N/A,N/A,N/A,0.192,0.308,0.193,0.223,0.198,0.312
,,471,N/A,N/A,N/A,0.176,0.282,0.176,0.205,0.181,0.286
,,472,N/A,N/A,N/A,0.161,0.259,0.161,0.188,0.166,0.262
,,473,N/A,N/A,N/A,0.147,0.236,0.147,0.171,0.151,0.240
,,474,N/A,N/A,N/A,0.133,0.215,0.134,0.156,0.137,0.218
,,475,N/A,N/A,N/A,0.121,0.195,0.121,0.142,0.125,0.198
,,476,N/A,N/A,N/A,0.109,0.177,0.109,0.128,0.113,0.180
,,477,N/A,N/A,N/A,0.099,0.160,0.099,0.116,0.102,0.163
,,478,N/A,N/A,N/A,0.089,0.145,0.089,0.105,0.092,0.147
,,479,N/A,N/A,N/A,0.080,0.130,0.080,0.094,0.083,0.133
,,480,N/A,N/A,N/A,0.072,0.118,0.072,0.085,0.074,0.120
,,481,N/A,N/A,N/A,0.065,0.106,0.064,0.076,0.067,0.108
,,482,N/A,N/A,N/A,0.058,0.096,0.058,0.069,0.060,0.097
,,483,N/A,N/A,N/A,0.053,0.087,0.053,0.063,0.055,0.088
,,484,N/A,N/A,N/A,0.048,0.079,0.048,0.057,0.050,0.081
,,485,N/A,N/A,N/A,0.044,0.072,0.044,0.052,0.045,0.074
,,486,N/A,N/A,N/A,0.040,0.066,0.040,0.048,0.042,0.068
,,487,N/A,N/A,N/A,0.037,0.061,0.037,0.044,0.038,0.063
,,488,N/A,N/A,N/A,0.034,0.056,0.034,0.041,0.035,0.058
,,489,N/A,N/A,N/A,0.031,0.052,0.031,0.038,0.033,0.053
,,490,N/A,N/A,N/A,0.029,0.048,0.029,0.035,0.030,0.050
,,491,N/A,N/A,N/A,0.027,0.045,0.027,0.032,0.028,0.046
,,492,N/A,N/A,N/A,0.025,0.042,0.025,0.030,0.026,0.044
,,493,N/A,N/A,N/A,0.024,0.040,0.023,0.028,0.025,0.041
,,494,N/A,N/A,N/A,0.022,0.037,0.022,0.027,0.023,0.038
,,495,N/A,N/A,N/A,0.021,0.035,0.021,0.025,0.022,0.036
,,496,N/A,N/A,N/A,0.020,0.034,0.020,0.024,0.021,0.035
,,497,N/A,N/A,N/A,0.019,0.033,0.019,0.023,0.020,0.033
,,498,N/A,N/A,N/A,0.019,0.032,0.018,0.023,0.019,0.032
,,499,N/A,N/A,N/A,0.018,0.031,0.018,0.022,0.019,0.031
,,500,N/A,N/A,N/A,0.018,0.030,0.017,0.021,0.018,0.031
,,501,N/A,N/A,N/A,0.017,0.030,0.017,0.021,0.018,0.030
,,502,N/A,N/A,N/A,0.017,0.030,0.017,0.021,0.018,0.030
,,503,N/A,N/A,N/A,0.017,0.030,0.017,0.021,0.018,0.030
,,504,N/A,N/A,N/A,0.017,0.030,0.017,0.021,0.018,0.030
,,505,N/A,N/A,N/A,0.018,0.030,0.017,0.021,0.018,0.030
,,506,N/A,N/A,N/A,0.018,0.031,0.017,0.021,0.018,0.031
,,507,N/A,N/A,N/A,0.018,0.031,0.017,0.022,0.018,0.031
,,508,N/A,N/A,N/A,0.018,0.032,0.018,0.022,0.018,0.031
,,509,N/A,N/A,N/A,0.019,0.033,0.018,0.023,0.019,0.032
,,510,N/A,N/A,N/A,0.019,0.034,0.018,0.023,0.019,0.033
,,511,N/A,N/A,N/A,0.020,0.035,0.019,0.024,0.020,0.034
,,512,N/A,N/A,N/A,0.021,0.036,0.020,0.025,0.020,0.035
,,513,N/A,N/A,N/A,0.021,0.037,0.020,0.026,0.021,0.036
,,514,N/A,N/A,N/A,0.022,0.038,0.021,0.027,0.022,0.037
,,515,N/A,N/A,N/A,0.023,0.040,0.022,0.027,0.022,0.038
,,516,N/A,N/A,N/A,0.024,0.041,0.022,0.028,0.023,0.040
,,517,N/A,N/A,N/A,0.024,0.043,0.023,0.029,0.024,0.041
,,518,N/A,N/A,N/A,0.025,0.044,0.024,0.030,0.024,0.042
,,519,N/A,N/A,N/A,0.026,0.046,0.025,0.031,0.025,0.044
,,520,N/A,N/A,N/A,0.027,0.047,0.025,0.032,0.026,0.045
,,521,N/A,N/A,N/A,0.027,0.049,0.026,0.033,0.027,0.047
,,522,N/A,N/A,N/A,0.028,0.050,0.027,0.034,0.027,0.048
,,523,N/A,N/A,N/A,0.029,0.051,0.027,0.035,0.028,0.049
,,524,N/A,N/A,N/A,0.029,0.052,0.028,0.036,0.028,0.050
,,525,N/A,N/A,N/A,0.030,0.053,0.028,0.036,0.029,0.051
,,526,N/A,N/A,N/A,0.030,0.054,0.028,0.037,0.029,0.052
,,527,N/A,N/A,N/A,0.031,0.055,0.029,0.038,0.030,0.053
,,528,N/A,N/A,N/A,0.031,0.056,0.029,0.038,0.030,0.054
,,529,N/A,N/A,N/A,0.031,0.056,0.030,0.039,0.031,0.054
,,530,N/A,N/A,N/A,0.032,0.057,0.030,0.039,0.031,0.055
,,531,N/A,N/A,N/A,0.032,0.058,0.030,0.039,0.031,0.055
,,532,N/A,N/A,N/A,0.032,0.058,0.030,0.040,0.031,0.056
,,533,N/A,N/A,N/A,0.033,0.059,0.031,0.040,0.032,0.057
,,534,N/A,N/A,N/A,0.033,0.060,0.031,0.041,0.032,0.058
,,535,N/A,N/A,N/A,0.034,0.061,0.032,0.042,0.033,0.059
,,536,N/A,N/A,N/A,0.034,0.063,0.032,0.042,0.033,0.060
,,537,N/A,N/A,N/A,0.035,0.064,0.033,0.043,0.034,0.060
,,538,N/A,N/A,N/A,0.036,0.065,0.033,0.044,0.034,0.061
,,539,N/A,N/A,N/A,0.036,0.066,0.034,0.045,0.034,0.062
,,540,N/A,N/A,N/A,0.037,0.067,0.034,0.045,0.035,0.063
,,541,N/A,N/A,N/A,0.037,0.069,0.035,0.046,0.036,0.065
,,542,N/A,N/A,N/A,0.038,0.070,0.035,0.047,0.036,0.066
,,543,N/A,N/A,N/A,0.038,0.071,0.036,0.048,0.037,0.067
,,544,N/A,N/A,N/A,0.039,0.072,0.036,0.048,0.037,0.068
,,545,N/A,N/A,N/A,0.039,0.073,0.036,0.049,0.038,0.069
,,546,N/A,N/A,N/A,0.040,0.074,0.037,0.049,0.038,0.070
,,547,N/A,N/A,N/A,0.040,0.075,0.037,0.050,0.039,0.071
,,548,N/A,N/A,N/A,0.040,0.075,0.037,0.051,0.039,0.071
,,549,N/A,N/A,N/A,0.040,0.076,0.038,0.051,0.039,0.072
,,550,N/A,N/A,N/A,0.041,0.076,0.038,0.051,0.040,0.073
,,551,N/A,N/A,N/A,0.041,0.076,0.038,0.051,0.040,0.074
,,552,N/A,N/A,N/A,0.041,0.076,0.038,0.052,0.040,0.074
,,553,N/A,N/A,N/A,0.041,0.077,0.038,0.052,0.040,0.074
,,554,N/A,N/A,N/A,0.041,0.077,0.038,0.052,0.040,0.075
,,555,N/A,N/A,N/A,0.041,0.078,0.039,0.053,0.040,0.075
,,556,N/A,N/A,N/A,0.041,0.078,0.039,0.053,0.040,0.075
,,557,N/A,N/A,N/A,0.041,0.078,0.039,0.053,0.041,0.076
,,558,N/A,N/A,N/A,0.041,0.079,0.039,0.054,0.041,0.076
,,559,N/A,N/A,N/A,0.042,0.079,0.039,0.054,0.041,0.077
,,560,N/A,N/A,N/A,0.042,0.080,0.039,0.055,0.041,0.078
,,561,N/A,N/A,N/A,0.042,0.081,0.040,0.055,0.041,0.078
,,562,N/A,N/A,N/A,0.043,0.081,0.040,0.056,0.042,0.078
,,563,N/A,N/A,N/A,0.043,0.082,0.040,0.056,0.042,0.079
,,564,N/A,N/A,N/A,0.043,0.083,0.040,0.056,0.042,0.079
,,565,N/A,N/A,N/A,0.043,0.083,0.040,0.056,0.042,0.080
,,566,N/A,N/A,N/A,0.043,0.084,0.041,0.057,0.042,0.080
,,567,N/A,N/A,N/A,0.044,0.084,0.041,0.057,0.042,0.081
,,568,N/A,N/A,N/A,0.044,0.085,0.041,0.057,0.043,0.081
,,569,N/A,N/A,N/A,0.044,0.085,0.041,0.058,0.043,0.081
,,570,N/A,N/A,N/A,0.044,0.085,0.041,0.058,0.043,0.081
,,571,N/A,N/A,N/A,0.044,0.086,0.041,0.058,0.043,0.082
,,572,N/A,N/A,N/A,0.044,0.086,0.041,0.058,0.043,0.082
,,573,N/A,N/A,N/A,0.044,0.086,0.041,0.058,0.043,0.082
,,574,N/A,N/A,N/A,0.044,0.086,0.041,0.059,0.043,0.082
,,575,N/A,N/A,N/A,0.044,0.086,0.041,0.059,0.043,0.082
,,576,N/A,N/A,N/A,0.044,0.086,0.041,0.059,0.043,0.082
,,577,N/A,N/A,N/A,0.044,0.086,0.042,0.059,0.043,0.083
,,578,N/A,N/A,N/A,0.044,0.087,0.042,0.059,0.043,0.083
,,579,N/A,N/A,N/A,0.044,0.087,0.042,0.060,0.043,0.084
,,580,N/A,N/A,N/A,0.044,0.087,0.042,0.060,0.043,0.084
,,581,N/A,N/A,N/A,0.044,0.088,0.042,0.060,0.043,0.084
,,582,N/A,N/A,N/A,0.045,0.088,0.042,0.061,0.043,0.085
,,583,N/A,N/A,N/A,0.045,0.089,0.043,0.061,0.044,0.085
,,584,N/A,N/A,N/A,0.045,0.089,0.043,0.062,0.044,0.086
,,585,N/A,N/A,N/A,0.045,0.090,0.043,0.062,0.044,0.087
,,586,N/A,N/A,N/A,0.046,0.091,0.043,0.062,0.044,0.087
,,587,N/A,N/A,N/A,0.046,0.092,0.044,0.063,0.045,0.088
,,588,N/A,N/A,N/A,0.046,0.093,0.044,0.064,0.045,0.089
,,589,N/A,N/A,N/A,0.047,0.093,0.044,0.064,0.045,0.090
,,590,N/A,N/A,N/A,0.047,0.094,0.044,0.064,0.046,0.090
,,591,N/A,N/A,N/A,0.047,0.095,0.045,0.065,0.046,0.091
,,592,N/A,N/A,N/A,0.047,0.095,0.045,0.066,0.046,0.092
,,593,N/A,N/A,N/A,0.047,0.096,0.045,0.066,0.046,0.092
,,594,N/A,N/A,N/A,0.047,0.096,0.045,0.066,0.047,0.093
,,595,N/A,N/A,N/A,0.047,0.096,0.045,0.066,0.047,0.093
,,596,N/A,N/A,N/A,0.047,0.096,0.045,0.067,0.047,0.093
,,597,N/A,N/A,N/A,0.047,0.096,0.045,0.067,0.047,0.094
,,598,N/A,N/A,N/A,0.047,0.097,0.045,0.067,0.047,0.094
,,599,N/A,N/A,N/A,0.047,0.097,0.045,0.067,0.047,0.094
,,600,N/A,N/A,N/A,0.048,0.097,0.045,0.067,0.047,0.094
,,601,N/A,N/A,N/A,0.048,0.097,0.045,0.067,0.047,0.095
,,602,N/A,N/A,N/A,0.048,0.098,0.046,0.068,0.047,0.096
,,603,N/A,N/A,N/A,0.048,0.098,0.046,0.068,0.048,0.097
,,604,N/A,N/A,N/A,0.048,0.099,0.046,0.069,0.048,0.098
,,605,N/A,N/A,N/A,0.049,0.100,0.047,0.070,0.049,0.099
,,606,N/A,N/A,N/A,0.050,0.102,0.047,0.071,0.050,0.101
,,607,N/A,N/A,N/A,0.051,0.104,0.048,0.072,0.050,0.103
,,608,N/A,N/A,N/A,0.052,0.107,0.049,0.074,0.051,0.105
,,609,N/A,N/A,N/A,0.053,0.109,0.050,0.076,0.053,0.107
,,610,N/A,N/A,N/A,0.054,0.112,0.052,0.078,0.054,0.110
,,611,N/A,N/A,N/A,0.055,0.115,0.053,0.080,0.055,0.113
,,612,N/A,N/A,N/A,0.057,0.119,0.055,0.083,0.057,0.117
,,613,N/A,N/A,N/A,0.059,0.123,0.056,0.085,0.059,0.120
,,614,N/A,N/A,N/A,0.061,0.127,0.058,0.088,0.060,0.124
,,615,N/A,N/A,N/A,0.063,0.132,0.060,0.091,0.063,0.129
,,616,N/A,N/A,N/A,0.065,0.137,0.062,0.095,0.065,0.134
,,617,N/A,N/A,N/A,0.067,0.141,0.065,0.098,0.067,0.139
,,618,N/A,N/A,N/A,0.069,0.146,0.067,0.102,0.070,0.144
,,619,N/A,N/A,N/A,0.072,0.151,0.069,0.106,0.072,0.150
,,620,N/A,N/A,N/A,0.074,0.156,0.072,0.110,0.075,0.156
,,621,N/A,N/A,N/A,0.077,0.162,0.075,0.115,0.078,0.163
,,622,N/A,N/A,N/A,0.079,0.168,0.078,0.119,0.081,0.169
,,623,N/A,N/A,N/A,0.082,0.174,0.081,0.124,0.084,0.176
,,624,N/A,N/A,N/A,0.085,0.181,0.084,0.129,0.088,0.183
,,625,N/A,N/A,N/A,0.088,0.187,0.087,0.134,0.091,0.190
,,626,N/A,N/A,N/A,0.091,0.195,0.091,0.140,0.094,0.198
,,627,N/A,N/A,N/A,0.095,0.203,0.095,0.146,0.098,0.206
,,628,N/A,N/A,N/A,0.099,0.212,0.099,0.153,0.102,0.215
,,629,N/A,N/A,N/A,0.104,0.222,0.103,0.161,0.107,0.225
,,630,N/A,N/A,N/A,0.109,0.233,0.108,0.169,0.112,0.236
,,631,N/A,N/A,N/A,0.114,0.246,0.114,0.178,0.117,0.248
,,632,N/A,N/A,N/A,0.121,0.260,0.120,0.188,0.124,0.262
,,633,N/A,N/A,N/A,0.128,0.275,0.128,0.200,0.131,0.278
,,634,N/A,N/A,N/A,0.136,0.294,0.136,0.213,0.139,0.296
,,635,N/A,N/A,N/A,0.146,0.315,0.146,0.229,0.149,0.316
,,636,N/A,N/A,N/A,0.157,0.339,0.157,0.246,0.159,0.340
,,637,N/A,N/A,N/A,0.169,0.366,0.169,0.266,0.172,0.366
,,638,N/A,N/A,N/A,0.183,0.397,0.183,0.289,0.186,0.397
,,639,N/A,N/A,N/A,0.199,0.433,0.199,0.314,0.202,0.432
,,640,N/A,N/A,N/A,0.217,0.472,0.217,0.343,0.219,0.470
,,641,N/A,N/A,N/A,0.237,0.517,0.238,0.377,0.239,0.513
,,642,N/A,N/A,N/A,0.259,0.566,0.261,0.413,0.261,0.561
,,643,N/A,N/A,N/A,0.284,0.621,0.286,0.453,0.285,0.614
,,644,N/A,N/A,N/A,0.310,0.680,0.313,0.497,0.311,0.672
,,645,N/A,N/A,N/A,0.339,0.744,0.342,0.544,0.340,0.735
,,646,N/A,N/A,N/A,0.370,0.813,0.373,0.595,0.370,0.802
,,647,N/A,N/A,N/A,0.403,0.887,0.407,0.649,0.403,0.874
,,648,N/A,N/A,N/A,0.438,0.965,0.443,0.708,0.438,0.951
,,649,N/A,N/A,N/A,0.474,1.048,0.481,0.770,0.475,1.033
,,650,N/A,N/A,N/A,0.514,1.136,0.521,0.835,0.514,1.119
,,651,N/A,N/A,N/A,0.555,1.230,0.563,0.904,0.555,1.211
,,652,N/A,N/A,N/A,0.599,1.330,0.607,0.977,0.599,1.309
,,653,N/A,N/A,N/A,0.645,1.433,0.653,1.053,0.644,1.411
,,654,N/A,N/A,N/A,0.693,1.541,0.701,1.132,0.692,1.516
,,655,N/A,N/A,N/A,0.741,1.653,0.751,1.213,0.740,1.624
,,656,N/A,N/A,N/A,0.790,1.765,0.800,1.295,0.789,1.734
,,657,N/A,N/A,N/A,0.838,1.874,0.847,1.374,0.836,1.841
,,658,N/A,N/A,N/A,0.883,1.977,0.892,1.448,0.881,1.943
,,659,N/A,N/A,N/A,0.923,2.070,0.931,1.513,0.922,2.035
,,660,N/A,N/A,N/A,0.957,2.149,0.962,1.568,0.955,2.113
,,661,N/A,N/A,N/A,0.982,2.209,0.986,1.608,0.981,2.173
,,662,N/A,N/A,N/A,0.996,2.245,0.999,1.632,0.996,2.210
,,663,N/A,N/A,N/A,1.000,2.256,1.000,1.636,1.000,2.222
,,664,N/A,N/A,N/A,0.991,2.240,0.989,1.621,0.992,2.208
,,665,N/A,N/A,N/A,0.970,2.195,0.966,1.586,0.973,2.168
,,666,N/A,N/A,N/A,0.937,2.124,0.932,1.532,0.942,2.102
,,667,N/A,N/A,N/A,0.894,2.029,0.887,1.461,0.900,2.012
,,668,N/A,N/A,N/A,0.842,1.915,0.834,1.375,0.849,1.902
,,669,N/A,N/A,N/A,0.784,1.786,0.775,1.280,0.792,1.775
,,670,N/A,N/A,N/A,0.721,1.644,0.711,1.176,0.729,1.637
,,671,N/A,N/A,N/A,0.655,1.496,0.646,1.069,0.664,1.493
,,672,N/A,N/A,N/A,0.589,1.347,0.580,0.962,0.598,1.347
,,673,N/A,N/A,N/A,0.524,1.201,0.516,0.857,0.534,1.204
,,674,N/A,N/A,N/A,0.463,1.062,0.456,0.758,0.473,1.068
,,675,N/A,N/A,N/A,0.406,0.933,0.400,0.666,0.416,0.940
,,676,N/A,N/A,N/A,0.355,0.816,0.348,0.581,0.363,0.823
,,677,N/A,N/A,N/A,0.308,0.710,0.302,0.505,0.316,0.717
,,678,N/A,N/A,N/A,0.267,0.616,0.262,0.438,0.274,0.622
,,679,N/A,N/A,N/A,0.230,0.533,0.226,0.378,0.237,0.539
,,680,N/A,N/A,N/A,0.199,0.461,0.195,0.327,0.205,0.466
,,681,N/A,N/A,N/A,0.172,0.399,0.169,0.283,0.177,0.404
,,682,N/A,N/A,N/A,0.150,0.347,0.147,0.247,0.154,0.351
,,683,N/A,N/A,N/A,0.131,0.303,0.128,0.216,0.134,0.307
,,684,N/A,N/A,N/A,0.115,0.267,0.112,0.190,0.117,0.269
,,685,N/A,N/A,N/A,0.101,0.236,0.099,0.168,0.103,0.238
,,686,N/A,N/A,N/A,0.090,0.210,0.088,0.150,0.092,0.211
,,687,N/A,N/A,N/A,0.081,0.189,0.079,0.135,0.082,0.190
,,688,N/A,N/A,N/A,0.073,0.172,0.072,0.122,0.075,0.172
,,689,N/A,N/A,N/A,0.067,0.157,0.066,0.112,0.068,0.157
,,690,N/A,N/A,N/A,0.061,0.144,0.061,0.103,0.062,0.144
,,691,N/A,N/A,N/A,0.057,0.134,0.056,0.096,0.058,0.134
,,692,N/A,N/A,N/A,0.053,0.124,0.052,0.089,0.054,0.125
,,693,N/A,N/A,N/A,0.049,0.116,0.049,0.084,0.050,0.117
,,694,N/A,N/A,N/A,0.046,0.110,0.046,0.078,0.047,0.110
,,695,N/A,N/A,N/A,0.044,0.104,0.043,0.074,0.045,0.104
,,696,N/A,N/A,N/A,0.041,0.098,0.041,0.070,0.042,0.098
,,697,N/A,N/A,N/A,0.039,0.093,0.038,0.066,0.040,0.093
,,698,N/A,N/A,N/A,0.037,0.088,0.036,0.063,0.038,0.088
,,699,N/A,N/A,N/A,0.035,0.083,0.034,0.059,0.036,0.084
,,700,N/A,N/A,N/A,0.033,0.079,0.033,0.057,0.034,0.079
,,701,N/A,N/A,N/A,0.032,0.075,0.031,0.054,0.032,0.075
,,702,N/A,N/A,N/A,0.030,0.072,0.030,0.051,0.031,0.072
,,703,N/A,N/A,N/A,0.028,0.068,0.028,0.049,0.029,0.068
,,704,N/A,N/A,N/A,0.027,0.064,0.027,0.046,0.028,0.065
,,705,N/A,N/A,N/A,0.025,0.061,0.025,0.044,0.026,0.062
,,706,N/A,N/A,N/A,0.024,0.057,0.024,0.042,0.025,0.059
,,707,N/A,N/A,N/A,0.023,0.055,0.023,0.039,0.023,0.056
,,708,N/A,N/A,N/A,0.022,0.052,0.021,0.037,0.022,0.053
,,709,N/A,N/A,N/A,0.020,0.049,0.020,0.036,0.021,0.050
,,710,N/A,N/A,N/A,0.019,0.047,0.019,0.034,0.020,0.047
,,711,N/A,N/A,N/A,0.018,0.044,0.018,0.032,0.019,0.045
,,712,N/A,N/A,N/A,0.017,0.042,0.017,0.030,0.018,0.042
,,713,N/A,N/A,N/A,0.016,0.040,0.016,0.028,0.017,0.040
,,714,N/A,N/A,N/A,0.016,0.038,0.015,0.027,0.016,0.038
,,715,N/A,N/A,N/A,0.015,0.036,0.015,0.026,0.015,0.036
,,716,N/A,N/A,N/A,0.014,0.035,0.014,0.025,0.014,0.034
,,717,N/A,N/A,N/A,0.014,0.034,0.014,0.025,0.014,0.033
,,718,N/A,N/A,N/A,0.013,0.033,0.013,0.024,0.013,0.032
,,719,N/A,N/A,N/A,0.013,0.032,0.013,0.023,0.013,0.031
,,720,N/A,N/A,N/A,0.013,0.031,0.013,0.023,0.012,0.030
,,721,N/A,N/A,N/A,0.012,0.030,0.013,0.022,0.012,0.029
,,722,N/A,N/A,N/A,0.012,0.029,0.012,0.022,0.012,0.029
