Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.011,0.028,0.011,0.024,0.013,0.024
,,724,N/A,N/A,N/A,0.010,0.028,0.011,0.024,0.013,0.024
,,725,N/A,N/A,N/A,0.010,0.028,0.011,0.023,0.013,0.024
,,726,N/A,N/A,N/A,0.010,0.027,0.011,0.023,0.013,0.024
,,727,N/A,N/A,N/A,0.010,0.027,0.011,0.023,0.013,0.024
,,728,N/A,N/A,N/A,0.010,0.027,0.011,0.022,0.013,0.024
,,729,N/A,N/A,N/A,0.010,0.027,0.011,0.022,0.013,0.024
,,730,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.013,0.024
,,731,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.013,0.024
,,732,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.013,0.024
,,733,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.013,0.023
,,734,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.013,0.023
,,735,N/A,N/A,N/A,0.010,0.027,0.010,0.022,0.012,0.023
,,736,N/A,N/A,N/A,0.010,0.027,0.010,0.022,0.012,0.023
,,737,N/A,N/A,N/A,0.010,0.027,0.010,0.022,0.012,0.022
,,738,N/A,N/A,N/A,0.010,0.027,0.010,0.022,0.012,0.022
,,739,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.011,0.021
,,740,N/A,N/A,N/A,0.010,0.026,0.010,0.022,0.011,0.021
,,741,N/A,N/A,N/A,0.009,0.026,0.010,0.021,0.011,0.020
,,742,N/A,N/A,N/A,0.009,0.026,0.010,0.021,0.011,0.020
,,743,N/A,N/A,N/A,0.009,0.025,0.010,0.021,0.011,0.020
,,744,N/A,N/A,N/A,0.009,0.025,0.009,0.021,0.010,0.020
,,745,N/A,N/A,N/A,0.009,0.024,0.009,0.020,0.010,0.019
,,746,N/A,N/A,N/A,0.009,0.024,0.009,0.020,0.010,0.019
,,747,N/A,N/A,N/A,0.008,0.023,0.009,0.019,0.010,0.019
,,748,N/A,N/A,N/A,0.008,0.022,0.008,0.018,0.010,0.019
,,749,N/A,N/A,N/A,0.008,0.021,0.008,0.018,0.010,0.018
,,750,N/A,N/A,N/A,0.007,0.021,0.008,0.017,0.010,0.018
,,751,N/A,N/A,N/A,0.007,0.020,0.008,0.017,0.010,0.018
,,752,N/A,N/A,N/A,0.007,0.019,0.007,0.016,0.009,0.018
,,753,N/A,N/A,N/A,0.007,0.019,0.007,0.016,0.009,0.018
,,754,N/A,N/A,N/A,0.007,0.018,0.007,0.015,0.009,0.017
,,755,N/A,N/A,N/A,0.006,0.018,0.007,0.015,0.009,0.017
,,756,N/A,N/A,N/A,0.006,0.017,0.007,0.015,0.008,0.016
,,757,N/A,N/A,N/A,0.006,0.017,0.006,0.014,0.008,0.015
,,758,N/A,N/A,N/A,0.006,0.017,0.006,0.014,0.008,0.014
,,759,N/A,N/A,N/A,0.006,0.017,0.006,0.014,0.007,0.014
,,760,N/A,N/A,N/A,0.006,0.017,0.006,0.013,0.007,0.014
,,761,N/A,N/A,N/A,0.006,0.016,0.006,0.013,0.007,0.014
,,762,N/A,N/A,N/A,0.006,0.016,0.006,0.013,0.007,0.014
,,763,N/A,N/A,N/A,0.006,0.016,0.006,0.012,0.007,0.014
,,764,N/A,N/A,N/A,0.006,0.016,0.005,0.012,0.007,0.013
,,765,N/A,N/A,N/A,0.005,0.015,0.005,0.012,0.007,0.013
,,766,N/A,N/A,N/A,0.005,0.014,0.005,0.011,0.007,0.013
,,767,N/A,N/A,N/A,0.005,0.014,0.005,0.011,0.007,0.013
,,768,N/A,N/A,N/A,0.005,0.014,0.005,0.010,0.007,0.013
,,769,N/A,N/A,N/A,0.005,0.013,0.005,0.010,0.007,0.013
,,770,N/A,N/A,N/A,0.004,0.013,0.004,0.010,0.007,0.013
,,771,N/A,N/A,N/A,0.004,0.012,0.004,0.010,0.007,0.013
,,772,N/A,N/A,N/A,0.004,0.012,0.004,0.010,0.006,0.013
,,773,N/A,N/A,N/A,0.004,0.012,0.004,0.009,0.006,0.012
,,774,N/A,N/A,N/A,0.004,0.012,0.004,0.009,0.006,0.012
,,775,N/A,N/A,N/A,0.004,0.012,0.004,0.009,0.006,0.012
,,776,N/A,N/A,N/A,0.005,0.014,0.004,0.010,0.006,0.012
,,777,N/A,N/A,N/A,0.005,0.014,0.004,0.009,0.006,0.011
,,778,N/A,N/A,N/A,0.005,0.013,0.004,0.009,0.005,0.011
,,779,N/A,N/A,N/A,0.004,0.012,0.004,0.010,0.006,0.011
,,780,N/A,N/A,N/A,0.004,0.012,0.005,0.010,0.006,0.011
,,PPFD (400 - 700 nm),107.91,89.294,73.850,N/A,107.91,N/A,86.120,N/A,73.850
,,PPFD FR (701 - 780 nm),2.2498,1.9709,1.8191,N/A,2.2498,N/A,1.8436,N/A,1.8191
,,PPFD R (600 - 700 nm),72.048,59.283,48.991,N/A,72.048,N/A,56.810,N/A,48.991
,,PPFD G (500 - 599 nm),7.2613,6.2125,5.2303,N/A,7.2613,N/A,6.1459,N/A,5.2303
,,PPFD B (400 - 499 nm),28.609,23.803,19.632,N/A,28.609,N/A,23.168,N/A,19.632
,,PPFD UV (380 - 399 nm),0.0667,0.0591,0.0458,N/A,0.0650,N/A,0.0667,N/A,0.0458
,,YPFD (400 - 700 nm),93.989,77.734,64.292,N/A,93.989,N/A,74.923,N/A,64.292
,,YPFD (380 - 780 nm),94.491,78.169,64.673,N/A,94.491,N/A,75.344,N/A,64.673
,,YPFD FR (701 - 780 nm),0.4636,0.3999,0.3543,N/A,0.4636,N/A,0.3818,N/A,0.3543
,,YPFD R (600 - 700 nm),66.631,54.826,45.307,N/A,66.631,N/A,52.539,N/A,45.307
,,YPFD G (500 - 599 nm),6.4276,5.4988,4.6293,N/A,6.4276,N/A,5.4396,N/A,4.6293
,,YPFD B (400 - 499 nm),20.938,17.417,14.361,N/A,20.938,N/A,16.950,N/A,14.361
,,YPFD UV (380 - 399 nm),0.0393,0.0349,0.0270,N/A,0.0385,N/A,0.0393,N/A,0.0270
,,R/B,2.52,2.49,2.45,N/A,2.52,N/A,2.45,N/A,2.50
,,R/FR,32.02,29.92,26.93,N/A,32.02,N/A,30.81,N/A,26.93
,,DLI,9.3237,7.7150,6.3806,N/A,9.3237,N/A,7.4408,N/A,6.3806
,,Illuminance,2052,1726,1441,N/A,2052,N/A,1685,N/A,1441
,,λp (380~780 nm),662,662,662,N/A,662,N/A,662,N/A,662
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
