Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.024
,,724,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.023
,,725,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.023
,,726,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.023
,,727,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.023
,,728,N/A,N/A,N/A,0.013,0.021,0.012,0.027,0.011,0.022
,,729,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,730,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,731,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,732,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,733,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,734,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.022
,,735,N/A,N/A,N/A,0.013,0.021,0.011,0.026,0.010,0.023
,,736,N/A,N/A,N/A,0.012,0.020,0.011,0.026,0.010,0.022
,,737,N/A,N/A,N/A,0.012,0.020,0.011,0.026,0.010,0.022
,,738,N/A,N/A,N/A,0.012,0.020,0.011,0.026,0.010,0.022
,,739,N/A,N/A,N/A,0.012,0.020,0.011,0.025,0.010,0.021
,,740,N/A,N/A,N/A,0.012,0.020,0.011,0.025,0.010,0.021
,,741,N/A,N/A,N/A,0.012,0.020,0.011,0.025,0.010,0.021
,,742,N/A,N/A,N/A,0.012,0.020,0.010,0.024,0.009,0.020
,,743,N/A,N/A,N/A,0.012,0.019,0.010,0.024,0.009,0.020
,,744,N/A,N/A,N/A,0.012,0.019,0.010,0.024,0.009,0.020
,,745,N/A,N/A,N/A,0.012,0.019,0.010,0.024,0.009,0.019
,,746,N/A,N/A,N/A,0.011,0.019,0.010,0.023,0.009,0.019
,,747,N/A,N/A,N/A,0.011,0.019,0.010,0.022,0.008,0.018
,,748,N/A,N/A,N/A,0.011,0.019,0.009,0.022,0.008,0.018
,,749,N/A,N/A,N/A,0.011,0.019,0.009,0.021,0.008,0.018
,,750,N/A,N/A,N/A,0.011,0.018,0.009,0.020,0.008,0.018
,,751,N/A,N/A,N/A,0.011,0.018,0.009,0.020,0.008,0.017
,,752,N/A,N/A,N/A,0.011,0.018,0.008,0.020,0.008,0.017
,,753,N/A,N/A,N/A,0.010,0.017,0.008,0.020,0.007,0.016
,,754,N/A,N/A,N/A,0.010,0.017,0.008,0.019,0.007,0.015
,,755,N/A,N/A,N/A,0.010,0.017,0.008,0.019,0.007,0.015
,,756,N/A,N/A,N/A,0.010,0.017,0.007,0.018,0.006,0.014
,,757,N/A,N/A,N/A,0.009,0.016,0.007,0.017,0.006,0.014
,,758,N/A,N/A,N/A,0.009,0.016,0.007,0.017,0.006,0.013
,,759,N/A,N/A,N/A,0.009,0.015,0.007,0.017,0.006,0.013
,,760,N/A,N/A,N/A,0.009,0.015,0.007,0.017,0.006,0.013
,,761,N/A,N/A,N/A,0.009,0.015,0.007,0.016,0.006,0.013
,,762,N/A,N/A,N/A,0.009,0.014,0.007,0.016,0.006,0.013
,,763,N/A,N/A,N/A,0.008,0.014,0.006,0.015,0.006,0.013
,,764,N/A,N/A,N/A,0.008,0.014,0.006,0.015,0.006,0.012
,,765,N/A,N/A,N/A,0.008,0.013,0.006,0.015,0.006,0.012
,,766,N/A,N/A,N/A,0.007,0.012,0.006,0.015,0.005,0.012
,,767,N/A,N/A,N/A,0.007,0.012,0.006,0.015,0.005,0.012
,,768,N/A,N/A,N/A,0.007,0.011,0.006,0.014,0.005,0.012
,,769,N/A,N/A,N/A,0.006,0.011,0.006,0.014,0.005,0.011
,,770,N/A,N/A,N/A,0.006,0.011,0.006,0.013,0.005,0.011
,,771,N/A,N/A,N/A,0.006,0.011,0.005,0.013,0.004,0.010
,,772,N/A,N/A,N/A,0.006,0.010,0.005,0.012,0.004,0.009
,,773,N/A,N/A,N/A,0.006,0.010,0.005,0.012,0.004,0.009
,,774,N/A,N/A,N/A,0.005,0.009,0.005,0.011,0.004,0.008
,,775,N/A,N/A,N/A,0.005,0.009,0.004,0.011,0.003,0.008
,,776,N/A,N/A,N/A,0.005,0.008,0.004,0.010,0.003,0.006
,,777,N/A,N/A,N/A,0.004,0.006,0.004,0.009,0.003,0.006
,,778,N/A,N/A,N/A,0.003,0.006,0.004,0.009,0.003,0.006
,,779,N/A,N/A,N/A,0.003,0.005,0.004,0.010,0.002,0.005
,,780,N/A,N/A,N/A,0.003,0.006,0.004,0.011,0.003,0.006
,,PPFD (400 - 700 nm),95.419,82.914,66.683,N/A,66.683,N/A,95.419,N/A,86.639
,,PPFD FR (701 - 780 nm),2.1575,1.8768,1.6553,N/A,1.6553,N/A,2.1575,N/A,1.8175
,,PPFD R (600 - 700 nm),62.239,54.444,43.977,N/A,43.977,N/A,62.239,N/A,57.117
,,PPFD G (500 - 599 nm),6.6802,5.4922,4.3317,N/A,4.3317,N/A,6.6802,N/A,5.4647
,,PPFD B (400 - 499 nm),26.504,22.981,18.378,N/A,18.378,N/A,26.504,N/A,24.061
,,PPFD UV (380 - 399 nm),0.0540,0.0506,0.0468,N/A,0.0468,N/A,0.0540,N/A,0.0511
,,YPFD (400 - 700 nm),82.777,71.940,57.858,N/A,57.858,N/A,82.777,N/A,75.186
,,YPFD (380 - 780 nm),83.250,72.351,58.207,N/A,58.207,N/A,83.250,N/A,75.597
,,YPFD FR (701 - 780 nm),0.4415,0.3812,0.3209,N/A,0.3209,N/A,0.4415,N/A,0.3812
,,YPFD R (600 - 700 nm),57.479,50.270,40.582,N/A,40.582,N/A,57.479,N/A,52.749
,,YPFD G (500 - 599 nm),5.9096,4.8585,3.8333,N/A,3.8333,N/A,5.9096,N/A,4.8326
,,YPFD B (400 - 499 nm),19.395,16.818,13.448,N/A,13.448,N/A,19.395,N/A,17.611
,,YPFD UV (380 - 399 nm),0.0322,0.0301,0.0279,N/A,0.0279,N/A,0.0322,N/A,0.0302
,,R/B,2.39,2.37,2.35,N/A,2.39,N/A,2.35,N/A,2.37
,,R/FR,31.43,28.95,26.57,N/A,26.57,N/A,28.85,N/A,31.43
,,DLI,8.2442,7.1637,5.7614,N/A,5.7614,N/A,8.2442,N/A,7.4856
,,Illuminance,1838,1554,1237,N/A,1237,N/A,1838,N/A,1587
,,λp (380~780 nm),663,663,663,N/A,663,N/A,663,N/A,663
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
