Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd
,,723,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,724,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,725,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,726,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,727,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,728,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.021
,,729,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.012,0.021
,,730,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.012,0.021
,,731,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.012,0.020
,,732,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.012,0.021
,,733,N/A,N/A,N/A,0.013,0.021,0.014,0.021,0.013,0.021
,,734,N/A,N/A,N/A,0.013,0.021,0.014,0.021,0.013,0.021
,,735,N/A,N/A,N/A,0.013,0.021,0.014,0.021,0.013,0.021
,,736,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.022
,,737,N/A,N/A,N/A,0.013,0.021,0.014,0.020,0.013,0.022
,,738,N/A,N/A,N/A,0.012,0.020,0.014,0.020,0.013,0.022
,,739,N/A,N/A,N/A,0.012,0.020,0.013,0.020,0.013,0.021
,,740,N/A,N/A,N/A,0.012,0.020,0.013,0.019,0.013,0.021
,,741,N/A,N/A,N/A,0.012,0.020,0.013,0.019,0.013,0.021
,,742,N/A,N/A,N/A,0.012,0.020,0.013,0.019,0.013,0.021
,,743,N/A,N/A,N/A,0.012,0.020,0.013,0.019,0.013,0.021
,,744,N/A,N/A,N/A,0.012,0.020,0.013,0.019,0.012,0.021
,,745,N/A,N/A,N/A,0.012,0.020,0.012,0.018,0.012,0.021
,,746,N/A,N/A,N/A,0.012,0.020,0.012,0.018,0.012,0.020
,,747,N/A,N/A,N/A,0.012,0.019,0.012,0.018,0.012,0.020
,,748,N/A,N/A,N/A,0.011,0.019,0.012,0.018,0.011,0.019
,,749,N/A,N/A,N/A,0.011,0.019,0.012,0.017,0.011,0.019
,,750,N/A,N/A,N/A,0.011,0.018,0.011,0.017,0.011,0.019
,,751,N/A,N/A,N/A,0.011,0.018,0.011,0.017,0.011,0.019
,,752,N/A,N/A,N/A,0.010,0.017,0.011,0.017,0.011,0.018
,,753,N/A,N/A,N/A,0.010,0.017,0.011,0.017,0.010,0.017
,,754,N/A,N/A,N/A,0.010,0.016,0.011,0.016,0.010,0.017
,,755,N/A,N/A,N/A,0.009,0.016,0.011,0.016,0.010,0.016
,,756,N/A,N/A,N/A,0.009,0.015,0.010,0.015,0.009,0.016
,,757,N/A,N/A,N/A,0.009,0.015,0.010,0.015,0.009,0.015
,,758,N/A,N/A,N/A,0.008,0.014,0.010,0.014,0.009,0.015
,,759,N/A,N/A,N/A,0.008,0.014,0.010,0.014,0.008,0.015
,,760,N/A,N/A,N/A,0.008,0.014,0.010,0.014,0.008,0.014
,,761,N/A,N/A,N/A,0.008,0.013,0.009,0.014,0.008,0.014
,,762,N/A,N/A,N/A,0.008,0.013,0.009,0.014,0.008,0.014
,,763,N/A,N/A,N/A,0.008,0.013,0.009,0.013,0.008,0.013
,,764,N/A,N/A,N/A,0.007,0.012,0.008,0.013,0.008,0.013
,,765,N/A,N/A,N/A,0.007,0.012,0.008,0.012,0.008,0.013
,,766,N/A,N/A,N/A,0.007,0.012,0.008,0.012,0.008,0.013
,,767,N/A,N/A,N/A,0.007,0.011,0.008,0.012,0.008,0.013
,,768,N/A,N/A,N/A,0.007,0.011,0.007,0.011,0.007,0.013
,,769,N/A,N/A,N/A,0.006,0.011,0.007,0.011,0.007,0.012
,,770,N/A,N/A,N/A,0.007,0.011,0.007,0.011,0.007,0.012
,,771,N/A,N/A,N/A,0.007,0.012,0.007,0.011,0.007,0.012
,,772,N/A,N/A,N/A,0.007,0.012,0.007,0.010,0.007,0.011
,,773,N/A,N/A,N/A,0.007,0.012,0.007,0.010,0.006,0.011
,,774,N/A,N/A,N/A,0.007,0.012,0.006,0.010,0.006,0.011
,,775,N/A,N/A,N/A,0.007,0.012,0.006,0.010,0.006,0.010
,,776,N/A,N/A,N/A,0.007,0.012,0.006,0.010,0.005,0.009
,,777,N/A,N/A,N/A,0.006,0.011,0.006,0.009,0.005,0.009
,,778,N/A,N/A,N/A,0.006,0.010,0.005,0.008,0.005,0.008
,,779,N/A,N/A,N/A,0.005,0.008,0.005,0.008,0.004,0.008
,,780,N/A,N/A,N/A,0.004,0.008,0.005,0.008,0.004,0.007
,,PPFD (400 - 700 nm),67.162,64.626,59.791,N/A,67.162,N/A,59.791,N/A,66.925
,,PPFD FR (701 - 780 nm),1.7082,1.6605,1.5807,N/A,1.7082,N/A,1.5807,N/A,1.6925
,,PPFD R (600 - 700 nm),44.452,42.526,39.225,N/A,43.900,N/A,39.225,N/A,44.452
,,PPFD G (500 - 599 nm),4.7813,4.5137,4.3671,N/A,4.7813,N/A,4.3671,N/A,4.3928
,,PPFD B (400 - 499 nm),18.484,17.589,16.201,N/A,18.484,N/A,16.201,N/A,18.083
,,PPFD UV (380 - 399 nm),0.0376,0.0358,0.0340,N/A,0.0376,N/A,0.0359,N/A,0.0340
,,YPFD (400 - 700 nm),58.307,56.149,51.965,N/A,58.307,N/A,51.965,N/A,58.174
,,YPFD (380 - 780 nm),58.661,56.487,52.284,N/A,58.661,N/A,52.284,N/A,58.516
,,YPFD FR (701 - 780 nm),0.3314,0.3171,0.2977,N/A,0.3314,N/A,0.2977,N/A,0.3221
,,YPFD R (600 - 700 nm),41.059,39.287,36.248,N/A,40.555,N/A,36.248,N/A,41.059
,,YPFD G (500 - 599 nm),4.2305,3.9942,3.8651,N/A,4.2305,N/A,3.8651,N/A,3.8869
,,YPFD B (400 - 499 nm),13.527,12.872,11.856,N/A,13.527,N/A,11.856,N/A,13.233
,,YPFD UV (380 - 399 nm),0.0222,0.0212,0.0200,N/A,0.0222,N/A,0.0213,N/A,0.0200
,,R/B,2.46,2.42,2.38,N/A,2.38,N/A,2.42,N/A,2.46
,,R/FR,26.27,25.59,24.81,N/A,25.70,N/A,24.81,N/A,26.27
,,DLI,5.8028,5.5837,5.1659,N/A,5.8028,N/A,5.1659,N/A,5.7823
,,Illuminance,1308,1247,1181,N/A,1308,N/A,1181,N/A,1253
,,λp (380~780 nm),662,662,662,N/A,662,N/A,662,N/A,662
,,λD (380~780 nm),0,0,0,N/A,0,N/A,0,N/A,0
,,CCT,0,0,0,N/A,0,N/A,0,N/A,0
,,CRI (Ra),0,0,0,N/A,0,N/A,0,N/A,0
,,Ref.,N/A,N/A,N/A,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM,N/A,McCREEs ACTION SPECTRUM
