Item,Value,Parameters,Max,Avg,Min,Test 1 - raw,Test 1 - ppfd,Test 2 - raw,Test 2 - ppfd,Test 3 - raw,Test 3 - ppfd,Test 4 - raw,Test 4 - ppfd,Test 5 - raw,Test 5 - ppfd,Test 6 - raw,Test 6 - ppfd,Test 7 - raw,Test 7 - ppfd,Test 8 - raw,Test 8 - ppfd,Test 9 - raw,Test 9 - ppfd,Test 10 - raw,Test 10 - ppfd,Test 11 - raw,Test 11 - ppfd,Test 12 - raw,Test 12 - ppfd,Test 13 - raw,Test 13 - ppfd,Test 14 - raw,Test 14 - ppfd,Test 15 - raw,Test 15 - ppfd,Test 16 - raw,Test 16 - ppfd,Test 17 - raw,Test 17 - ppfd,Test 18 - raw,Test 18 - ppfd
Note,"",390,N/A,N/A,N/A,0.004,0.020,0.004,0.025,0.003,0.017,0.004,0.020,0.004,0.022,0.004,0.022,0.004,0.023,0.005,0.026,0.004,0.021,0.003,0.019,0.004,0.023,0.004,0.023,0.003,0.017,0.003,0.018,0.003,0.014,0.003,0.015,0.004,0.018,0.003,0.018
,,391,N/A,N/A,N/A,0.004,0.020,0.004,0.025,0.003,0.018,0.004,0.021,0.004,0.023,0.004,0.023,0.004,0.024,0.005,0.027,0.004,0.022,0.004,0.020,0.004,0.023,0.004,0.023,0.003,0.018,0.003,0.019,0.003,0.015,0.003,0.015,0.004,0.019,0.003,0.018
,,392,N/A,N/A,N/A,0.004,0.020,0.005,0.026,0.003,0.018,0.004,0.021,0.004,0.024,0.004,0.024,0.004,0.024,0.005,0.028,0.004,0.023,0.004,0.021,0.004,0.024,0.004,0.023,0.003,0.019,0.003,0.019,0.003,0.016,0.003,0.016,0.004,0.019,0.003,0.018
,,393,N/A,N/A,N/A,0.004,0.021,0.005,0.026,0.003,0.019,0.004,0.021,0.004,0.024,0.004,0.025,0.004,0.024,0.005,0.028,0.004,0.024,0.004,0.022,0.004,0.024,0.004,0.024,0.003,0.019,0.003,0.019,0.003,0.017,0.003,0.016,0.004,0.020,0.003,0.019
,,394,N/A,N/A,N/A,0.004,0.021,0.005,0.027,0.003,0.020,0.004,0.021,0.004,0.025,0.004,0.025,0.004,0.024,0.005,0.029,0.004,0.025,0.004,0.023,0.004,0.025,0.004,0.024,0.004,0.020,0.004,0.020,0.003,0.017,0.003,0.016,0.004,0.021,0.004,0.020
,,395,N/A,N/A,N/A,0.004,0.022,0.005,0.027,0.003,0.020,0.004,0.022,0.004,0.025,0.005,0.026,0.004,0.024,0.005,0.029,0.004,0.025,0.004,0.024,0.005,0.026,0.004,0.024,0.004,0.021,0.004,0.021,0.003,0.018,0.003,0.016,0.004,0.021,0.004,0.020
,,396,N/A,N/A,N/A,0.004,0.022,0.005,0.027,0.004,0.020,0.004,0.022,0.005,0.026,0.005,0.027,0.004,0.024,0.005,0.029,0.004,0.025,0.004,0.024,0.005,0.026,0.004,0.025,0.004,0.022,0.004,0.022,0.003,0.019,0.003,0.016,0.004,0.021,0.004,0.020
,,397,N/A,N/A,N/A,0.004,0.022,0.005,0.027,0.004,0.020,0.004,0.022,0.005,0.027,0.005,0.027,0.004,0.025,0.005,0.030,0.004,0.026,0.004,0.025,0.005,0.027,0.004,0.025,0.004,0.022,0.004,0.022,0.003,0.019,0.003,0.017,0.004,0.022,0.004,0.020
,,398,N/A,N/A,N/A,0.004,0.022,0.005,0.028,0.004,0.021,0.004,0.023,0.005,0.027,0.005,0.027,0.004,0.025,0.005,0.030,0.005,0.026,0.004,0.025,0.005,0.028,0.005,0.026,0.004,0.022,0.004,0.023,0.003,0.020,0.003,0.017,0.004,0.022,0.004,0.020
,,399,N/A,N/A,N/A,0.004,0.022,0.005,0.028,0.004,0.022,0.004,0.023,0.005,0.028,0.005,0.028,0.004,0.025,0.005,0.031,0.005,0.027,0.004,0.026,0.005,0.029,0.005,0.027,0.004,0.023,0.004,0.024,0.004,0.020,0.003,0.017,0.004,0.022,0.004,0.020
,,400,N/A,N/A,N/A,0.004,0.022,0.005,0.028,0.004,0.023,0.004,0.023,0.005,0.029,0.005,0.028,0.004,0.025,0.006,0.032,0.005,0.028,0.005,0.026,0.005,0.030,0.005,0.027,0.004,0.023,0.004,0.024,0.004,0.021,0.003,0.017,0.004,0.023,0.004,0.021
,,401,N/A,N/A,N/A,0.004,0.022,0.005,0.029,0.004,0.024,0.004,0.024,0.005,0.030,0.005,0.029,0.004,0.025,0.006,0.033,0.005,0.028,0.005,0.027,0.005,0.032,0.005,0.029,0.004,0.023,0.004,0.024,0.004,0.021,0.003,0.018,0.004,0.023,0.004,0.021
,,402,N/A,N/A,N/A,0.004,0.023,0.005,0.029,0.004,0.025,0.004,0.024,0.005,0.030,0.005,0.029,0.004,0.025,0.006,0.034,0.005,0.029,0.005,0.028,0.006,0.033,0.005,0.030,0.004,0.024,0.004,0.025,0.004,0.022,0.004,0.018,0.004,0.023,0.004,0.022
,,403,N/A,N/A,N/A,0.004,0.024,0.005,0.030,0.005,0.026,0.004,0.025,0.005,0.031,0.005,0.030,0.005,0.026,0.006,0.035,0.005,0.030,0.005,0.029,0.006,0.035,0.005,0.031,0.004,0.025,0.004,0.026,0.004,0.022,0.004,0.019,0.004,0.023,0.004,0.023
,,404,N/A,N/A,N/A,0.004,0.024,0.005,0.030,0.005,0.027,0.005,0.026,0.005,0.031,0.005,0.031,0.005,0.027,0.006,0.037,0.005,0.031,0.005,0.030,0.006,0.036,0.006,0.033,0.004,0.025,0.005,0.027,0.004,0.022,0.004,0.020,0.004,0.023,0.004,0.023
,,405,N/A,N/A,N/A,0.004,0.026,0.005,0.031,0.005,0.028,0.005,0.027,0.006,0.033,0.005,0.031,0.005,0.029,0.007,0.039,0.006,0.033,0.005,0.032,0.007,0.038,0.006,0.035,0.004,0.026,0.005,0.027,0.004,0.023,0.004,0.021,0.005,0.024,0.004,0.023
,,406,N/A,N/A,N/A,0.005,0.027,0.006,0.032,0.005,0.029,0.005,0.029,0.006,0.034,0.006,0.032,0.005,0.030,0.007,0.041,0.006,0.035,0.006,0.033,0.007,0.041,0.006,0.036,0.004,0.026,0.005,0.028,0.004,0.024,0.004,0.022,0.005,0.026,0.004,0.024
,,407,N/A,N/A,N/A,0.005,0.028,0.006,0.034,0.005,0.030,0.005,0.031,0.006,0.036,0.006,0.034,0.006,0.032,0.007,0.043,0.006,0.037,0.006,0.035,0.008,0.044,0.007,0.038,0.005,0.027,0.005,0.029,0.004,0.024,0.004,0.023,0.005,0.027,0.004,0.025
,,408,N/A,N/A,N/A,0.005,0.029,0.006,0.036,0.005,0.032,0.006,0.033,0.007,0.038,0.006,0.036,0.006,0.034,0.008,0.045,0.007,0.039,0.006,0.038,0.008,0.047,0.007,0.041,0.005,0.029,0.005,0.031,0.004,0.025,0.005,0.024,0.006,0.029,0.004,0.026
,,409,N/A,N/A,N/A,0.005,0.031,0.007,0.039,0.006,0.033,0.006,0.035,0.007,0.041,0.007,0.038,0.006,0.037,0.008,0.048,0.007,0.042,0.007,0.041,0.009,0.051,0.007,0.044,0.005,0.031,0.006,0.033,0.005,0.027,0.005,0.026,0.006,0.032,0.005,0.027
,,410,N/A,N/A,N/A,0.006,0.033,0.007,0.042,0.006,0.036,0.006,0.038,0.007,0.044,0.007,0.041,0.007,0.040,0.009,0.052,0.008,0.045,0.008,0.045,0.009,0.054,0.008,0.047,0.006,0.033,0.006,0.035,0.005,0.028,0.005,0.028,0.007,0.035,0.005,0.029
,,411,N/A,N/A,N/A,0.006,0.036,0.008,0.045,0.006,0.038,0.007,0.041,0.008,0.048,0.008,0.045,0.007,0.043,0.010,0.057,0.008,0.049,0.008,0.049,0.010,0.059,0.009,0.052,0.006,0.036,0.007,0.038,0.005,0.030,0.006,0.030,0.007,0.038,0.005,0.031
,,412,N/A,N/A,N/A,0.007,0.040,0.008,0.050,0.007,0.042,0.008,0.045,0.009,0.053,0.008,0.049,0.008,0.048,0.011,0.063,0.009,0.053,0.009,0.054,0.011,0.066,0.010,0.057,0.007,0.039,0.007,0.042,0.006,0.033,0.006,0.033,0.008,0.042,0.006,0.034
,,413,N/A,N/A,N/A,0.007,0.044,0.009,0.056,0.008,0.045,0.008,0.050,0.010,0.059,0.009,0.055,0.009,0.053,0.012,0.069,0.010,0.059,0.010,0.060,0.012,0.073,0.011,0.064,0.007,0.043,0.008,0.046,0.006,0.036,0.007,0.037,0.009,0.047,0.006,0.038
,,414,N/A,N/A,N/A,0.008,0.049,0.011,0.063,0.008,0.050,0.009,0.055,0.011,0.067,0.010,0.062,0.010,0.060,0.013,0.078,0.011,0.065,0.011,0.068,0.014,0.082,0.012,0.071,0.008,0.048,0.009,0.051,0.007,0.041,0.008,0.042,0.010,0.053,0.007,0.042
,,415,N/A,N/A,N/A,0.009,0.055,0.012,0.072,0.009,0.056,0.010,0.062,0.013,0.077,0.012,0.070,0.011,0.068,0.015,0.088,0.012,0.073,0.013,0.077,0.016,0.093,0.013,0.080,0.009,0.054,0.010,0.057,0.008,0.046,0.009,0.047,0.011,0.060,0.008,0.047
,,416,N/A,N/A,N/A,0.010,0.063,0.014,0.082,0.011,0.064,0.012,0.070,0.015,0.088,0.014,0.081,0.013,0.077,0.017,0.099,0.014,0.083,0.015,0.088,0.018,0.106,0.015,0.091,0.010,0.061,0.011,0.065,0.009,0.053,0.010,0.053,0.013,0.068,0.009,0.053
,,417,N/A,N/A,N/A,0.012,0.072,0.016,0.094,0.012,0.073,0.013,0.080,0.017,0.100,0.015,0.092,0.015,0.088,0.019,0.113,0.016,0.095,0.017,0.101,0.020,0.121,0.017,0.103,0.012,0.069,0.012,0.073,0.010,0.061,0.011,0.061,0.014,0.077,0.010,0.060
,,418,N/A,N/A,N/A,0.014,0.083,0.018,0.107,0.014,0.084,0.015,0.092,0.019,0.115,0.018,0.106,0.017,0.101,0.022,0.130,0.018,0.108,0.019,0.116,0.023,0.139,0.020,0.118,0.013,0.078,0.014,0.084,0.012,0.070,0.013,0.071,0.016,0.089,0.012,0.069
,,419,N/A,N/A,N/A,0.016,0.095,0.020,0.123,0.016,0.097,0.017,0.105,0.022,0.132,0.020,0.121,0.019,0.116,0.025,0.150,0.021,0.124,0.022,0.134,0.027,0.161,0.023,0.136,0.015,0.090,0.016,0.096,0.013,0.080,0.015,0.082,0.019,0.101,0.013,0.079
,,420,N/A,N/A,N/A,0.018,0.109,0.024,0.142,0.019,0.112,0.020,0.120,0.025,0.153,0.023,0.139,0.022,0.135,0.029,0.174,0.024,0.143,0.026,0.155,0.031,0.186,0.026,0.156,0.017,0.103,0.018,0.110,0.015,0.093,0.017,0.094,0.021,0.116,0.015,0.091
,,421,N/A,N/A,N/A,0.021,0.126,0.027,0.164,0.021,0.129,0.023,0.138,0.030,0.178,0.027,0.161,0.026,0.158,0.033,0.202,0.027,0.165,0.030,0.178,0.036,0.216,0.030,0.181,0.020,0.119,0.021,0.127,0.018,0.107,0.020,0.108,0.024,0.133,0.018,0.105
,,422,N/A,N/A,N/A,0.024,0.146,0.031,0.190,0.025,0.149,0.026,0.160,0.034,0.207,0.031,0.186,0.030,0.184,0.039,0.234,0.032,0.191,0.034,0.206,0.041,0.251,0.035,0.210,0.023,0.138,0.025,0.148,0.020,0.124,0.023,0.125,0.028,0.154,0.020,0.121
,,423,N/A,N/A,N/A,0.028,0.169,0.036,0.221,0.028,0.173,0.031,0.185,0.040,0.240,0.035,0.215,0.035,0.214,0.045,0.273,0.037,0.222,0.039,0.239,0.048,0.292,0.040,0.243,0.026,0.159,0.028,0.172,0.024,0.143,0.027,0.145,0.032,0.178,0.023,0.140
,,424,N/A,N/A,N/A,0.032,0.197,0.042,0.257,0.033,0.200,0.035,0.215,0.046,0.279,0.041,0.248,0.041,0.250,0.052,0.318,0.042,0.259,0.046,0.277,0.056,0.339,0.046,0.282,0.030,0.185,0.033,0.200,0.027,0.166,0.031,0.168,0.037,0.206,0.027,0.162
,,425,N/A,N/A,N/A,0.038,0.231,0.049,0.299,0.038,0.232,0.041,0.249,0.054,0.326,0.047,0.288,0.048,0.292,0.061,0.372,0.049,0.302,0.053,0.322,0.065,0.395,0.054,0.328,0.035,0.216,0.039,0.235,0.032,0.193,0.036,0.196,0.043,0.240,0.031,0.188
,,426,N/A,N/A,N/A,0.044,0.269,0.057,0.349,0.044,0.269,0.048,0.290,0.062,0.381,0.055,0.335,0.056,0.342,0.071,0.435,0.058,0.352,0.061,0.374,0.076,0.461,0.062,0.381,0.041,0.252,0.045,0.275,0.037,0.225,0.042,0.228,0.051,0.280,0.036,0.218
,,427,N/A,N/A,N/A,0.051,0.315,0.067,0.407,0.051,0.313,0.055,0.338,0.073,0.446,0.064,0.390,0.066,0.402,0.083,0.511,0.067,0.411,0.071,0.436,0.088,0.540,0.073,0.444,0.048,0.295,0.053,0.323,0.043,0.261,0.049,0.267,0.059,0.328,0.042,0.254
,,428,N/A,N/A,N/A,0.060,0.368,0.077,0.475,0.059,0.364,0.064,0.395,0.085,0.522,0.074,0.455,0.077,0.472,0.097,0.597,0.078,0.478,0.083,0.508,0.103,0.631,0.084,0.517,0.056,0.345,0.062,0.379,0.049,0.303,0.057,0.311,0.069,0.384,0.049,0.296
,,429,N/A,N/A,N/A,0.070,0.430,0.090,0.554,0.069,0.424,0.075,0.461,0.099,0.610,0.086,0.530,0.090,0.554,0.114,0.699,0.091,0.558,0.096,0.591,0.120,0.737,0.098,0.603,0.066,0.404,0.073,0.445,0.057,0.353,0.066,0.363,0.080,0.448,0.057,0.346
,,430,N/A,N/A,N/A,0.081,0.501,0.105,0.646,0.080,0.492,0.087,0.538,0.115,0.711,0.100,0.616,0.105,0.648,0.132,0.817,0.105,0.649,0.111,0.686,0.139,0.859,0.114,0.701,0.077,0.472,0.085,0.520,0.067,0.409,0.076,0.421,0.093,0.522,0.066,0.403
,,431,N/A,N/A,N/A,0.094,0.583,0.121,0.749,0.092,0.570,0.101,0.625,0.134,0.826,0.115,0.714,0.122,0.754,0.154,0.951,0.122,0.753,0.128,0.795,0.161,0.997,0.131,0.812,0.089,0.549,0.099,0.606,0.077,0.474,0.088,0.488,0.108,0.607,0.077,0.468
,,432,N/A,N/A,N/A,0.109,0.677,0.140,0.868,0.106,0.658,0.117,0.723,0.155,0.957,0.133,0.825,0.141,0.874,0.178,1.103,0.140,0.870,0.148,0.919,0.186,1.154,0.151,0.937,0.103,0.638,0.114,0.704,0.089,0.548,0.102,0.565,0.125,0.703,0.088,0.542
,,433,N/A,N/A,N/A,0.126,0.782,0.161,1.001,0.122,0.759,0.134,0.832,0.178,1.105,0.153,0.949,0.163,1.011,0.205,1.276,0.161,1.001,0.170,1.059,0.214,1.330,0.174,1.078,0.119,0.738,0.132,0.815,0.102,0.632,0.117,0.651,0.144,0.811,0.102,0.624
,,434,N/A,N/A,N/A,0.145,0.902,0.185,1.152,0.140,0.873,0.154,0.957,0.205,1.272,0.175,1.091,0.187,1.165,0.236,1.470,0.185,1.151,0.195,1.217,0.246,1.528,0.199,1.238,0.137,0.853,0.152,0.941,0.117,0.727,0.134,0.747,0.166,0.934,0.117,0.718
,,435,N/A,N/A,N/A,0.166,1.037,0.212,1.320,0.160,0.999,0.176,1.096,0.234,1.457,0.200,1.248,0.214,1.336,0.270,1.685,0.211,1.318,0.223,1.393,0.280,1.747,0.227,1.415,0.158,0.982,0.174,1.082,0.134,0.832,0.153,0.853,0.189,1.071,0.133,0.822
,,436,N/A,N/A,N/A,0.190,1.187,0.241,1.506,0.182,1.140,0.200,1.251,0.266,1.660,0.227,1.422,0.244,1.526,0.307,1.923,0.240,1.504,0.254,1.586,0.318,1.989,0.257,1.610,0.180,1.125,0.199,1.237,0.152,0.949,0.173,0.971,0.216,1.223,0.152,0.938
,,437,N/A,N/A,N/A,0.216,1.354,0.273,1.711,0.207,1.298,0.228,1.423,0.301,1.887,0.257,1.614,0.277,1.738,0.349,2.188,0.273,1.711,0.287,1.799,0.360,2.257,0.291,1.827,0.205,1.285,0.226,1.410,0.173,1.079,0.196,1.102,0.245,1.390,0.172,1.067
,,438,N/A,N/A,N/A,0.245,1.539,0.308,1.937,0.234,1.476,0.257,1.613,0.341,2.138,0.290,1.824,0.314,1.971,0.395,2.482,0.309,1.940,0.324,2.033,0.407,2.553,0.329,2.068,0.233,1.461,0.256,1.601,0.195,1.223,0.222,1.247,0.277,1.576,0.195,1.209
,,439,N/A,N/A,N/A,0.277,1.746,0.348,2.191,0.265,1.672,0.290,1.825,0.384,2.417,0.326,2.056,0.354,2.229,0.446,2.810,0.348,2.194,0.364,2.295,0.458,2.880,0.371,2.337,0.264,1.657,0.290,1.814,0.220,1.384,0.250,1.410,0.312,1.782,0.220,1.368
,,440,N/A,N/A,N/A,0.313,1.972,0.391,2.470,0.298,1.885,0.326,2.055,0.432,2.721,0.366,2.311,0.398,2.511,0.501,3.164,0.392,2.472,0.409,2.583,0.512,3.229,0.417,2.630,0.297,1.871,0.326,2.047,0.248,1.560,0.281,1.588,0.351,2.007,0.247,1.541
,,441,N/A,N/A,N/A,0.352,2.224,0.440,2.782,0.335,2.122,0.367,2.314,0.484,3.059,0.410,2.596,0.447,2.826,0.562,3.552,0.440,2.783,0.459,2.905,0.572,3.613,0.467,2.956,0.334,2.109,0.367,2.309,0.278,1.756,0.315,1.786,0.394,2.258,0.277,1.731
,,442,N/A,N/A,N/A,0.394,2.498,0.492,3.122,0.375,2.380,0.411,2.598,0.540,3.421,0.458,2.905,0.500,3.168,0.624,3.958,0.492,3.122,0.513,3.253,0.633,4.012,0.522,3.308,0.375,2.370,0.412,2.595,0.311,1.969,0.352,2.000,0.440,2.531,0.309,1.938
,,443,N/A,N/A,N/A,0.440,2.792,0.548,3.483,0.417,2.656,0.458,2.901,0.600,3.808,0.508,3.234,0.556,3.535,0.684,4.348,0.549,3.489,0.571,3.628,0.692,4.394,0.581,3.690,0.418,2.649,0.459,2.900,0.346,2.195,0.391,2.229,0.490,2.821,0.343,2.157
,,444,N/A,N/A,N/A,0.487,3.104,0.606,3.860,0.462,2.948,0.507,3.224,0.660,4.200,0.561,3.581,0.615,3.917,0.740,4.714,0.608,3.873,0.630,4.015,0.747,4.754,0.641,4.083,0.464,2.946,0.510,3.225,0.383,2.434,0.433,2.470,0.542,3.128,0.380,2.389
,,445,N/A,N/A,N/A,0.538,3.430,0.666,4.248,0.509,3.258,0.560,3.566,0.719,4.581,0.618,3.952,0.674,4.305,0.793,5.062,0.668,4.264,0.689,4.399,0.799,5.095,0.700,4.469,0.512,3.260,0.563,3.570,0.422,2.686,0.476,2.725,0.597,3.451,0.417,2.633
,,446,N/A,N/A,N/A,0.587,3.756,0.722,4.621,0.556,3.567,0.613,3.912,0.772,4.932,0.675,4.322,0.730,4.673,0.840,5.376,0.724,4.635,0.744,4.760,0.845,5.401,0.755,4.828,0.560,3.574,0.616,3.916,0.460,2.937,0.519,2.978,0.651,3.773,0.455,2.874
,,447,N/A,N/A,N/A,0.635,4.070,0.775,4.966,0.601,3.864,0.665,4.253,0.821,5.254,0.729,4.678,0.782,5.013,0.882,5.654,0.776,4.978,0.794,5.093,0.885,5.673,0.805,5.158,0.606,3.880,0.668,4.256,0.497,3.180,0.560,3.220,0.704,4.088,0.490,3.107
,,448,N/A,N/A,N/A,0.679,4.362,0.822,5.285,0.643,4.142,0.714,4.577,0.864,5.545,0.779,5.012,0.829,5.324,0.917,5.896,0.823,5.294,0.840,5.399,0.920,5.908,0.850,5.459,0.650,4.169,0.717,4.580,0.532,3.408,0.598,3.447,0.753,4.385,0.524,3.325
,,449,N/A,N/A,N/A,0.718,4.622,0.865,5.574,0.680,4.389,0.757,4.867,0.902,5.801,0.825,5.320,0.870,5.605,0.946,6.096,0.866,5.579,0.881,5.674,0.948,6.101,0.889,5.726,0.689,4.429,0.761,4.871,0.562,3.611,0.632,3.647,0.797,4.651,0.553,3.518
,,450,N/A,N/A,N/A,0.750,4.837,0.903,5.828,0.710,4.596,0.793,5.110,0.934,6.018,0.864,5.588,0.906,5.850,0.968,6.250,0.903,5.829,0.916,5.913,0.969,6.250,0.923,5.955,0.722,4.649,0.797,5.114,0.587,3.778,0.659,3.813,0.833,4.872,0.576,3.677
,,451,N/A,N/A,N/A,0.773,4.998,0.933,6.037,0.733,4.751,0.820,5.295,0.958,6.191,0.893,5.783,0.936,6.053,0.982,6.355,0.933,6.038,0.944,6.106,0.983,6.352,0.949,6.140,0.746,4.819,0.824,5.298,0.604,3.901,0.679,3.935,0.859,5.038,0.593,3.794
,,452,N/A,N/A,N/A,0.787,5.099,0.953,6.177,0.746,4.848,0.837,5.415,0.976,6.317,0.908,5.898,0.954,6.189,0.988,6.408,0.953,6.180,0.964,6.252,0.989,6.404,0.969,6.280,0.762,4.932,0.841,5.419,0.615,3.976,0.690,4.008,0.876,5.144,0.603,3.864
,,453,N/A,N/A,N/A,0.790,5.131,0.957,6.222,0.749,4.878,0.842,5.463,0.985,6.392,0.912,5.934,0.959,6.232,0.987,6.415,0.958,6.231,0.977,6.348,0.987,6.411,0.980,6.369,0.767,4.976,0.847,5.468,0.617,3.998,0.692,4.029,0.880,5.182,0.605,3.883
,,454,N/A,N/A,N/A,0.783,5.096,0.949,6.182,0.743,4.848,0.837,5.443,0.980,6.372,0.904,5.898,0.950,6.187,0.984,6.410,0.950,6.192,0.974,6.345,0.984,6.406,0.976,6.355,0.763,4.957,0.842,5.448,0.611,3.971,0.685,4.000,0.873,5.154,0.599,3.855
,,455,N/A,N/A,N/A,0.766,4.995,0.930,6.070,0.727,4.756,0.822,5.355,0.961,6.262,0.886,5.791,0.930,6.068,0.979,6.388,0.931,6.078,0.956,6.241,0.979,6.385,0.956,6.239,0.749,4.876,0.826,5.359,0.598,3.895,0.670,3.920,0.856,5.064,0.586,3.779
,,456,N/A,N/A,N/A,0.738,4.828,0.899,5.883,0.702,4.601,0.796,5.193,0.933,6.093,0.855,5.604,0.899,5.881,0.964,6.303,0.901,5.895,0.927,6.068,0.964,6.303,0.927,6.061,0.725,4.730,0.800,5.197,0.577,3.768,0.646,3.789,0.828,4.909,0.565,3.653
,,457,N/A,N/A,N/A,0.704,4.614,0.862,5.653,0.670,4.403,0.761,4.977,0.900,5.891,0.817,5.361,0.863,5.655,0.941,6.165,0.865,5.671,0.893,5.857,0.942,6.173,0.892,5.847,0.693,4.536,0.765,4.984,0.551,3.603,0.617,3.623,0.792,4.706,0.539,3.492
,,458,N/A,N/A,N/A,0.665,4.365,0.821,5.392,0.634,4.173,0.719,4.716,0.862,5.657,0.772,5.079,0.822,5.398,0.912,5.989,0.824,5.416,0.854,5.614,0.915,6.005,0.853,5.602,0.657,4.306,0.724,4.729,0.520,3.410,0.583,3.431,0.750,4.463,0.509,3.304
,,459,N/A,N/A,N/A,0.621,4.090,0.775,5.102,0.593,3.915,0.673,4.425,0.820,5.392,0.723,4.767,0.776,5.109,0.877,5.775,0.779,5.131,0.811,5.340,0.882,5.799,0.809,5.325,0.616,4.047,0.679,4.439,0.486,3.196,0.545,3.217,0.702,4.190,0.476,3.095
,,460,N/A,N/A,N/A,0.576,3.802,0.725,4.783,0.550,3.640,0.625,4.118,0.773,5.094,0.670,4.429,0.726,4.790,0.837,5.526,0.730,4.816,0.763,5.036,0.843,5.556,0.761,5.019,0.573,3.771,0.630,4.132,0.451,2.970,0.506,2.990,0.652,3.899,0.441,2.874
,,461,N/A,N/A,N/A,0.531,3.510,0.671,4.439,0.507,3.360,0.577,3.808,0.722,4.770,0.615,4.076,0.673,4.447,0.793,5.246,0.677,4.476,0.712,4.707,0.799,5.280,0.709,4.687,0.529,3.488,0.582,3.823,0.416,2.742,0.465,2.758,0.601,3.604,0.405,2.650
