# Omega OM-92 Logger 

# Configuration :
DeviceID,4029
LoggingStart,Button Press
LoggingStartTime,10.12 14:55:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-09-10,14:50:00,,2018-09-10 14:50:00,24.1394,62.7294,16.5876
,,2,2018-09-10,15:00:00,,2018-09-10 15:00:00,23.9142,64.3697,16.7811
,,3,2018-09-10,15:10:00,,2018-09-10 15:10:00,23.8498,64.919,16.8541
,,4,2018-09-10,15:20:00,,2018-09-10 15:20:00,23.8391,64.7741,16.8087
,,5,2018-09-10,15:30:00,,2018-09-10 15:30:00,23.8391,64.7741,16.8087
,,6,2018-09-10,15:40:00,,2018-09-10 15:40:00,23.8284,64.919,16.8337
,,7,2018-09-10,15:50:00,,2018-09-10 15:50:00,23.8391,64.8275,16.8217
,,8,2018-09-10,16:00:00,,2018-09-10 16:00:00,23.8498,64.3316,16.7108
,,9,2018-09-10,16:10:00,,2018-09-10 16:10:00,23.8606,64.507,16.7639
,,10,2018-09-10,16:20:00,,2018-09-10 16:20:00,23.8606,64.652,16.7993
,,11,2018-09-10,16:30:00,,2018-09-10 16:30:00,23.8606,64.8275,16.842
,,12,2018-09-10,16:40:00,,2018-09-10 16:40:00,23.8713,64.7436,16.8317
,,13,2018-09-10,16:50:00,,2018-09-10 16:50:00,23.8927,64.5986,16.8167
,,14,2018-09-10,17:00:00,,2018-09-10 17:00:00,23.8927,64.7741,16.8595
,,15,2018-09-10,17:10:00,,2018-09-10 17:10:00,23.9035,64.797,16.8753
,,16,2018-09-10,17:20:00,,2018-09-10 17:20:00,23.9142,64.5986,16.8371
,,17,2018-09-10,17:30:00,,2018-09-10 17:30:00,23.9142,64.4842,16.8091
