# Omega OM-92 Logger 

# Configuration :
DeviceID,6803
LoggingStart,On Disconnection
LoggingStartTime,07.23 16:05:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-19,16:20:00,,2018-07-19 16:20:00,24.0214,48.3404,12.4432
,,2,2018-07-19,16:30:00,,2018-07-19 16:30:00,22.5843,53.0172,12.528
,,3,2018-07-19,16:40:00,,2018-07-19 16:40:00,21.7584,56.8319,12.8209
,,4,2018-07-19,16:50:00,,2018-07-19 16:50:00,21.426,57.7016,12.7423
,,5,2018-07-19,17:00:00,,2018-07-19 17:00:00,21.2865,57.4956,12.5573
,,6,2018-07-19,17:10:00,,2018-07-19 17:10:00,21.19,57.755,12.5357
,,7,2018-07-19,17:20:00,,2018-07-19 17:20:00,21.1578,57.3812,12.4066
,,8,2018-07-19,17:30:00,,2018-07-19 17:30:00,21.1578,57.3812,12.4066
,,9,2018-07-19,17:40:00,,2018-07-19 17:40:00,21.5225,56.0155,12.3801
,,10,2018-07-19,17:50:00,,2018-07-19 17:50:00,21.3294,57.1447,12.504
,,11,2018-07-19,18:00:00,,2018-07-19 18:00:00,21.2651,56.7403,12.3357
,,12,2018-07-19,18:10:00,,2018-07-19 18:10:00,21.2544,56.6259,12.295
,,13,2018-07-19,18:20:00,,2018-07-19 18:20:00,21.2436,56.4199,12.2295
,,14,2018-07-19,18:30:00,,2018-07-19 18:30:00,21.2651,56.5648,12.2886
,,15,2018-07-19,18:40:00,,2018-07-19 18:40:00,21.2758,56.252,12.2142
,,16,2018-07-19,18:50:00,,2018-07-19 18:50:00,21.2973,56.2215,12.226
,,17,2018-07-19,19:00:00,,2018-07-19 19:00:00,21.3294,56.0766,12.2167
,,18,2018-07-19,19:10:00,,2018-07-19 19:10:00,21.3402,56.0766,12.2267
,,19,2018-07-19,19:20:00,,2018-07-19 19:20:00,21.3723,55.8477,12.1945
,,20,2018-07-19,19:30:00,,2018-07-19 19:30:00,21.3938,55.8172,12.2062
,,21,2018-07-19,19:40:00,,2018-07-19 19:40:00,21.4045,55.8782,12.2328
,,22,2018-07-19,19:50:00,,2018-07-19 19:50:00,21.4367,56.3131,12.3808
,,23,2018-07-19,20:00:00,,2018-07-19 20:00:00,21.4581,56.252,12.3843
,,24,2018-07-19,20:10:00,,2018-07-19 20:10:00,21.4796,56.0155,12.3401
,,25,2018-07-19,20:20:00,,2018-07-19 20:20:00,21.5118,55.6722,12.2765
,,26,2018-07-19,20:30:00,,2018-07-19 20:30:00,21.5118,55.6722,12.2765
,,27,2018-07-19,20:40:00,,2018-07-19 20:40:00,21.5118,55.6112,12.2598
,,28,2018-07-19,20:50:00,,2018-07-19 20:50:00,21.5439,55.4967,12.2584
,,29,2018-07-19,21:00:00,,2018-07-19 21:00:00,21.5439,55.3823,12.227
,,30,2018-07-19,21:10:00,,2018-07-19 21:10:00,21.5654,55.4967,12.2784
,,31,2018-07-19,21:20:00,,2018-07-19 21:20:00,21.5868,55.3518,12.2586
,,32,2018-07-19,21:30:00,,2018-07-19 21:30:00,21.5761,55.3518,12.2486
,,33,2018-07-19,21:40:00,,2018-07-19 21:40:00,21.5976,55.3213,12.2602
,,34,2018-07-19,21:50:00,,2018-07-19 21:50:00,21.619,55.8706,12.4306
,,35,2018-07-19,22:00:00,,2018-07-19 22:00:00,21.619,55.6417,12.368
,,36,2018-07-19,22:10:00,,2018-07-19 22:10:00,21.6297,55.5501,12.353
