# Omega OM-92 Logger 

# Configuration :
DeviceID,4056
LoggingStart,On Disconnection
LoggingStartTime,07.23 16:03:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-19,16:10:00,,2018-07-19 16:10:00,26.9494,44.9911,14.0091
,,2,2018-07-19,16:20:00,,2018-07-19 16:20:00,27.2282,46.021,14.6122
,,3,2018-07-19,16:30:00,,2018-07-19 16:30:00,23.6997,53.5741,13.7212
,,4,2018-07-19,16:40:00,,2018-07-19 16:40:00,21.8335,57.7398,13.1336
,,5,2018-07-19,16:50:00,,2018-07-19 16:50:00,21.3402,58.8079,12.9522
,,6,2018-07-19,17:00:00,,2018-07-19 17:00:00,21.1364,58.7545,12.7473
,,7,2018-07-19,17:10:00,,2018-07-19 17:10:00,21.0506,58.8689,12.6965
,,8,2018-07-19,17:20:00,,2018-07-19 17:20:00,21.0077,58.8384,12.6484
,,9,2018-07-19,17:30:00,,2018-07-19 17:30:00,21.19,58.785,12.8055
,,10,2018-07-19,17:40:00,,2018-07-19 17:40:00,21.2007,58.4646,12.732
,,11,2018-07-19,17:50:00,,2018-07-19 17:50:00,21.1364,58.8689,12.777
,,12,2018-07-19,18:00:00,,2018-07-19 18:00:00,21.1364,58.5485,12.6936
,,13,2018-07-19,18:10:00,,2018-07-19 18:10:00,21.1364,58.4341,12.6638
,,14,2018-07-19,18:20:00,,2018-07-19 18:20:00,21.1149,58.4035,12.6357
,,15,2018-07-19,18:30:00,,2018-07-19 18:30:00,21.1257,58.4646,12.6617
,,16,2018-07-19,18:40:00,,2018-07-19 18:40:00,21.1364,58.3501,12.6418
,,17,2018-07-19,18:50:00,,2018-07-19 18:50:00,21.1578,58.2586,12.638
,,18,2018-07-19,19:00:00,,2018-07-19 19:00:00,21.19,58.3501,12.6921
,,19,2018-07-19,19:10:00,,2018-07-19 19:10:00,21.2007,58.2891,12.6861
,,20,2018-07-19,19:20:00,,2018-07-19 19:20:00,21.2222,58.2357,12.6922
,,21,2018-07-19,19:30:00,,2018-07-19 19:30:00,21.2436,58.1441,12.6883
,,22,2018-07-19,19:40:00,,2018-07-19 19:40:00,21.2758,58.1441,12.7184
,,23,2018-07-19,19:50:00,,2018-07-19 19:50:00,21.3187,58.4951,12.8505
,,24,2018-07-19,20:00:00,,2018-07-19 20:00:00,21.3294,58.4035,12.8366
,,25,2018-07-19,20:10:00,,2018-07-19 20:10:00,21.3616,58.3806,12.8608
,,26,2018-07-19,20:20:00,,2018-07-19 20:20:00,21.3831,58.1747,12.8269
,,27,2018-07-19,20:30:00,,2018-07-19 20:30:00,21.3938,58.0907,12.8148
,,28,2018-07-19,20:40:00,,2018-07-19 20:40:00,21.3938,58.0907,12.8148
,,29,2018-07-19,20:50:00,,2018-07-19 20:50:00,21.3938,58.0602,12.8068
,,30,2018-07-19,21:00:00,,2018-07-19 21:00:00,21.4152,58.0297,12.8188
,,31,2018-07-19,21:10:00,,2018-07-19 21:10:00,21.4474,58.0907,12.865
,,32,2018-07-19,21:20:00,,2018-07-19 21:20:00,21.4474,58.0907,12.865
,,33,2018-07-19,21:30:00,,2018-07-19 21:30:00,21.4474,58.0297,12.849
,,34,2018-07-19,21:40:00,,2018-07-19 21:40:00,21.4796,58.0297,12.8791
,,35,2018-07-19,21:50:00,,2018-07-19 21:50:00,21.4581,58.2891,12.9272
