# Omega OM-92 Logger 

# Configuration :
DeviceID,9411
LoggingStart,Button Press
LoggingStartTime,08.10 11:24:00
LoggingInterval,1 min
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,nan
TemperatureAlarmThresholdLow,nan
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,nan
HumidityAlarmThresholdLow,nan
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1,2018-07-26,14:39:00,,2018-07-26 14:39:00,27.7323,44.6096,14.5867
,,2,2018-07-26,14:40:00,,2018-07-26 14:40:00,27.357,42.0537,13.3383
,,3,2018-07-26,14:41:00,,2018-07-26 14:41:00,26.7456,42.6183,12.9926
,,4,2018-07-26,14:42:00,,2018-07-26 14:42:00,26.2523,43.2897,12.7868
,,5,2018-07-26,14:43:00,,2018-07-26 14:43:00,25.7267,42.8548,12.1589
,,6,2018-07-26,14:44:00,,2018-07-26 14:44:00,25.3621,43.6712,12.1166
,,7,2018-07-26,14:45:00,,2018-07-26 14:45:00,24.9974,44.2586,11.9897
,,8,2018-07-26,14:46:00,,2018-07-26 14:46:00,24.6864,44.9453,11.9416
,,9,2018-07-26,14:47:00,,2018-07-26 14:47:00,24.3646,45.5251,11.844
,,10,2018-07-26,14:48:00,,2018-07-26 14:48:00,24.1287,46.433,11.9289
,,11,2018-07-26,14:49:00,,2018-07-26 14:49:00,23.9035,46.8831,11.8701
,,12,2018-07-26,14:50:00,,2018-07-26 14:50:00,23.7104,47.3867,11.8559
,,13,2018-07-26,14:51:00,,2018-07-26 14:51:00,23.5817,47.9818,11.9277
,,14,2018-07-26,14:52:00,,2018-07-26 14:52:00,23.4208,48.3938,11.9102
,,15,2018-07-26,14:53:00,,2018-07-26 14:53:00,23.2707,48.5616,11.8253
,,16,2018-07-26,14:54:00,,2018-07-26 14:54:00,23.1742,48.9736,11.8649
,,17,2018-07-26,14:55:00,,2018-07-26 14:55:00,23.0669,49.172,11.8279
,,18,2018-07-26,14:56:00,,2018-07-26 14:56:00,22.9918,51.4913,12.4595
,,19,2018-07-26,14:57:00,,2018-07-26 14:57:00,22.9275,50.1714,12.0052
,,20,2018-07-26,14:58:00,,2018-07-26 14:58:00,22.8739,50.1028,11.9351
,,21,2018-07-26,14:59:00,,2018-07-26 14:59:00,22.7988,50.0799,11.8591
,,22,2018-07-26,15:00:00,,2018-07-26 15:00:00,22.7452,50.0799,11.8098
,,23,2018-07-26,15:01:00,,2018-07-26 15:01:00,22.713,50.4079,11.8792
,,24,2018-07-26,15:02:00,,2018-07-26 15:02:00,22.6486,50.4384,11.8292
,,25,2018-07-26,15:03:00,,2018-07-26 15:03:00,22.6272,50.4766,11.8209
,,26,2018-07-26,15:04:00,,2018-07-26 15:04:00,22.6272,50.5071,11.8301
,,27,2018-07-26,15:05:00,,2018-07-26 15:05:00,22.5843,50.6521,11.8341
,,28,2018-07-26,15:06:00,,2018-07-26 15:06:00,22.5628,50.7131,11.8326
,,29,2018-07-26,15:07:00,,2018-07-26 15:07:00,22.5307,50.6521,11.7847
,,30,2018-07-26,15:08:00,,2018-07-26 15:08:00,22.5092,50.6216,11.7558
,,31,2018-07-26,15:09:00,,2018-07-26 15:09:00,22.4878,50.942,11.8317
,,32,2018-07-26,15:10:00,,2018-07-26 15:10:00,22.4663,51.4684,11.9679
,,33,2018-07-26,15:11:00,,2018-07-26 15:11:00,22.4556,51.5523,11.9828
,,34,2018-07-26,15:12:00,,2018-07-26 15:12:00,22.4449,51.1785,11.8624
,,35,2018-07-26,15:13:00,,2018-07-26 15:13:00,22.4449,50.8275,11.7581
,,36,2018-07-26,15:14:00,,2018-07-26 15:14:00,22.4449,50.8275,11.7581
,,37,2018-07-26,15:15:00,,2018-07-26 15:15:00,22.4341,50.942,11.7823
,,38,2018-07-26,15:16:00,,2018-07-26 15:16:00,22.4234,51.003,11.7906
,,39,2018-07-26,15:17:00,,2018-07-26 15:17:00,22.4127,50.9725,11.7716
,,40,2018-07-26,15:18:00,,2018-07-26 15:18:00,22.402,50.9191,11.7459
,,41,2018-07-26,15:19:00,,2018-07-26 15:19:00,22.3805,51.003,11.7511
,,42,2018-07-26,15:20:00,,2018-07-26 15:20:00,22.3805,51.003,11.7511
,,43,2018-07-26,15:21:00,,2018-07-26 15:21:00,22.3698,51.4989,11.8879
,,44,2018-07-26,15:22:00,,2018-07-26 15:22:00,22.3698,51.5523,11.9036
,,45,2018-07-26,15:23:00,,2018-07-26 15:23:00,22.3698,51.1785,11.7932
,,46,2018-07-26,15:24:00,,2018-07-26 15:24:00,22.3591,51.0335,11.7404
,,47,2018-07-26,15:25:00,,2018-07-26 15:25:00,22.3698,52.0177,12.0401
,,48,2018-07-26,15:26:00,,2018-07-26 15:26:00,22.3698,51.6744,11.9395
,,49,2018-07-26,15:27:00,,2018-07-26 15:27:00,22.3698,51.8728,11.9977
,,50,2018-07-26,15:28:00,,2018-07-26 15:28:00,22.3698,51.4989,11.8879
,,51,2018-07-26,15:29:00,,2018-07-26 15:29:00,22.3698,51.4989,11.8879
,,52,2018-07-26,15:30:00,,2018-07-26 15:30:00,22.3698,51.4074,11.8609
,,53,2018-07-26,15:31:00,,2018-07-26 15:31:00,22.3698,51.1175,11.7751
,,54,2018-07-26,15:32:00,,2018-07-26 15:32:00,22.3698,51.209,11.8023
,,55,2018-07-26,15:33:00,,2018-07-26 15:33:00,22.3591,51.4074,11.851
,,56,2018-07-26,15:34:00,,2018-07-26 15:34:00,22.3591,51.4074,11.851
,,57,2018-07-26,15:35:00,,2018-07-26 15:35:00,22.3591,51.1785,11.7833
,,58,2018-07-26,15:36:00,,2018-07-26 15:36:00,22.3483,51.0869,11.7463
,,59,2018-07-26,15:37:00,,2018-07-26 15:37:00,22.3483,51.0641,11.7395
,,60,2018-07-26,15:38:00,,2018-07-26 15:38:00,22.3483,51.0869,11.7463
,,61,2018-07-26,15:39:00,,2018-07-26 15:39:00,22.3483,51.2395,11.7915
,,62,2018-07-26,15:40:00,,2018-07-26 15:40:00,22.3591,51.0869,11.7562
,,63,2018-07-26,15:41:00,,2018-07-26 15:41:00,22.3483,51.0641,11.7395
,,64,2018-07-26,15:42:00,,2018-07-26 15:42:00,22.3483,51.003,11.7214
,,65,2018-07-26,15:43:00,,2018-07-26 15:43:00,22.3483,51.1175,11.7554
,,66,2018-07-26,15:44:00,,2018-07-26 15:44:00,22.3376,51.1251,11.7477
,,67,2018-07-26,15:45:00,,2018-07-26 15:45:00,22.3376,51.0946,11.7387
